code_qlib,code_gildata,name,sw_l1
SH603322,603322.SH,超讯科技,通信
SH603323,603323.SH,苏农银行,银行
SH603324,603324.SH,盛剑科技,环保
SH603325,603325.SH,博隆技术,机械设备
SH603326,603326.SH,我乐家居,轻工制造
SH603327,603327.SH,福蓉科技,电子
SH603328,603328.SH,依顿电子,电子
SH603329,603329.SH,上海雅仕,交通运输
SH603330,603330.SH,天洋新材,基础化工
SH603331,603331.SH,百达精工,机械设备
SH603332,603332.SH,苏州龙杰,基础化工
SH603333,603333.SH,福华尚纬,电力设备
SH603334,603334.SH,丰倍生物,基础化工
SH603335,603335.SH,迪生力,汽车
SH603336,603336.SH,宏辉果蔬,农林牧渔
SH603337,603337.SH,杰克科技,机械设备
SH603338,603338.SH,浙江鼎力,机械设备
SH603339,603339.SH,四方科技,机械设备
SH603341,603341.SH,龙旗科技,电子
SH603344,603344.SH,星德胜,电力设备
SH603345,603345.SH,安井食品,食品饮料
SH603348,603348.SH,文灿股份,汽车
SH603350,603350.SH,安乃达,电力设备
SH603351,603351.SH,威尔药业,医药生物
SH603352,603352.SH,至信股份,汽车
SH603353,603353.SH,和顺石油,石油石化
SH603355,603355.SH,莱克电气,家用电器
SH603356,603356.SH,华菱精工,机械设备
SH603357,603357.SH,设计总院,建筑装饰
SH603358,603358.SH,华达科技,汽车
SH603359,603359.SH,*ST东珠,建筑装饰
SH603360,603360.SH,百傲化学,基础化工
SH603363,603363.SH,傲农生物,农林牧渔
SH603365,603365.SH,水星家纺,纺织服饰
SH603366,603366.SH,日出东方,家用电器
SH603367,603367.SH,辰欣药业,医药生物
SH603368,603368.SH,柳药集团,医药生物
SH603369,603369.SH,今世缘,食品饮料
SH603370,603370.SH,华新精科,电力设备
SH603373,603373.SH,安邦护卫,社会服务
SH603375,603375.SH,盛景微,电子
SH603376,603376.SH,大明电子,汽车
SH603377,603377.SH,ST东时,社会服务
SH603378,603378.SH,*ST亚士,建筑材料
SH603379,603379.SH,三美股份,基础化工
SH603380,603380.SH,易德龙,电子
SH603381,603381.SH,永臻股份,电力设备
SH603382,603382.SH,海阳科技,基础化工
SH603383,603383.SH,顶点软件,计算机
SH603385,603385.SH,惠达卫浴,轻工制造
SH603386,603386.SH,骏亚科技,电子
SH603387,603387.SH,基蛋生物,医药生物
SH603389,603389.SH,亚振家居,轻工制造
SH603390,603390.SH,通达电气,汽车
SH603391,603391.SH,力聚热能,机械设备
SH603392,603392.SH,万泰生物,医药生物
SH603393,603393.SH,新天然气,公用事业
SH603395,603395.SH,红四方,基础化工
SH603396,603396.SH,金辰股份,电力设备
SH603398,603398.SH,*ST沐邦,电力设备
SH603399,603399.SH,永杉锂业,有色金属
SH603400,603400.SH,华之杰,机械设备
SH603402,603402.SH,陕西旅游,社会服务
SH603406,603406.SH,天富龙,基础化工
SH603407,603407.SH,长裕集团,有色金属
SH603408,603408.SH,建霖家居,轻工制造
SH603409,603409.SH,汇通控股,汽车
SH603416,603416.SH,信捷电气,机械设备
SH603418,603418.SH,友升股份,汽车
SH603421,603421.SH,鼎信通讯,通信
SH603429,603429.SH,*ST集友,轻工制造
SH603435,603435.SH,嘉德利,基础化工
SH603439,603439.SH,三力制药,医药生物
SH603444,603444.SH,吉比特,传媒
SH603448,603448.SH,天博智能,汽车
SH603456,603456.SH,九洲药业,医药生物
SH603458,603458.SH,勘设股份,建筑装饰
SH603459,603459.SH,红板科技,电子
SH603466,603466.SH,风语筑,传媒
SH603468,603468.SH,津富士达,汽车
SH603477,603477.SH,巨星农牧,农林牧渔
SH603486,603486.SH,科沃斯,家用电器
SH603488,603488.SH,展鹏科技,机械设备
SH603489,603489.SH,八方股份,电力设备
SH603496,603496.SH,恒为科技,计算机
SH603499,603499.SH,翔港科技,轻工制造
SH603500,603500.SH,祥和实业,机械设备
SH603501,603501.SH,豪威集团,电子
SH603505,603505.SH,金石资源,基础化工
SH603506,603506.SH,南都物业,房地产
SH603507,603507.SH,振江股份,电力设备
SH603508,603508.SH,思维列控,计算机
SH603511,603511.SH,爱慕股份,纺织服饰
SH603515,603515.SH,欧普照明,家用电器
SH603516,603516.SH,淳中科技,计算机
SH603517,603517.SH,ST绝味,食品饮料
SH603518,603518.SH,锦泓集团,纺织服饰
SH603519,603519.SH,立霸股份,家用电器
SH603520,603520.SH,司太立,医药生物
SH603527,603527.SH,众源新材,有色金属
SH603528,603528.SH,多伦科技,计算机
SH603529,603529.SH,爱玛科技,汽车
SH603530,603530.SH,神马电力,电力设备
SH603533,603533.SH,掌阅科技,传媒
SH603535,603535.SH,嘉诚国际,交通运输
SH603536,603536.SH,惠发食品,食品饮料
SH603538,603538.SH,美诺华,医药生物
SH603551,603551.SH,奥普科技,家用电器
SH603556,603556.SH,海兴电力,电力设备
SH603557,603557.SH,*ST起步,纺织服饰
SH603558,603558.SH,健盛集团,纺织服饰
SH603559,603559.SH,中通国脉,通信
SH603565,603565.SH,中谷物流,交通运输
SH603566,603566.SH,普莱柯,农林牧渔
SH603567,603567.SH,珍宝岛,医药生物
SH603568,603568.SH,伟明环保,环保
SH603569,603569.SH,长久物流,交通运输
SH603577,603577.SH,汇金通,电力设备
SH603578,603578.SH,三星新材,家用电器
SH603579,603579.SH,荣泰健康,家用电器
SH603580,603580.SH,艾艾精工,基础化工
SH603583,603583.SH,捷昌驱动,机械设备
SH603585,603585.SH,苏利股份,基础化工
SH603586,603586.SH,金麒麟,汽车
SH603587,603587.SH,地素时尚,纺织服饰
SH603588,603588.SH,高能环境,环保
SH603589,603589.SH,口子窖,食品饮料
SH603590,603590.SH,康辰药业,医药生物
SH603595,603595.SH,ST东尼,电子
SH603596,603596.SH,伯特利,汽车
SH603598,603598.SH,引力传媒,传媒
SH603599,603599.SH,广信股份,基础化工
SH603600,603600.SH,永艺股份,轻工制造
SH603601,603601.SH,再升科技,建筑材料
SH603602,603602.SH,纵横通信,传媒
SH603605,603605.SH,珀莱雅,美容护理
SH603606,603606.SH,东方电缆,电力设备
SH603607,603607.SH,京华激光,轻工制造
SH603608,603608.SH,天创时尚,纺织服饰
SH603609,603609.SH,禾丰股份,农林牧渔
SH603610,603610.SH,麒盛科技,轻工制造
SH603611,603611.SH,诺力股份,机械设备
SH603612,603612.SH,索通发展,基础化工
SH603613,603613.SH,国联股份,商贸零售
SH603615,603615.SH,茶花股份,轻工制造
SH603616,603616.SH,韩建河山,建筑材料
SH603617,603617.SH,君禾股份,机械设备
SH603618,603618.SH,杭电股份,电力设备
SH603619,603619.SH,中曼石油,石油石化
SH603626,603626.SH,科森科技,电子
SH603628,603628.SH,清源股份,电力设备
SH603629,603629.SH,利通电子,电子
SH603630,603630.SH,拉芳家化,美容护理
SH603633,603633.SH,徕木股份,电子
SH603636,603636.SH,南威软件,计算机
SH603637,603637.SH,镇海股份,建筑装饰
SH603638,603638.SH,艾迪精密,机械设备
SH603639,603639.SH,海利尔,基础化工
SH603648,603648.SH,畅联股份,交通运输
SH603650,603650.SH,彤程新材,基础化工
SH603655,603655.SH,朗博科技,汽车
SH603656,603656.SH,泰禾智能,机械设备
SH603657,603657.SH,春光科技,家用电器
SH603658,603658.SH,安图生物,医药生物
SH603659,603659.SH,璞泰来,电力设备
SH603660,603660.SH,苏州科达,计算机
SH603661,603661.SH,恒林股份,轻工制造
SH603662,603662.SH,柯力传感,机械设备
SH603663,603663.SH,三祥新材,基础化工
SH603665,603665.SH,康隆达,纺织服饰
SH603666,603666.SH,亿嘉和,机械设备
SH603667,603667.SH,五洲新春,机械设备
SH603668,603668.SH,天马科技,农林牧渔
SH603669,603669.SH,灵康药业,医药生物
SH603676,603676.SH,卫信康,医药生物
SH603677,603677.SH,奇精机械,家用电器
SH603678,603678.SH,火炬电子,国防军工
SH603679,603679.SH,华体科技,电子
SH603680,603680.SH,今创集团,机械设备
SH603681,603681.SH,永冠新材,基础化工
SH603682,603682.SH,锦和商管,商贸零售
SH603683,603683.SH,晶华新材,基础化工
SH603685,603685.SH,晨丰科技,电子
SH603686,603686.SH,福龙马,环保
SH603687,603687.SH,大胜达,轻工制造
SH603688,603688.SH,石英股份,基础化工
SH603689,603689.SH,皖天然气,公用事业
SH603690,603690.SH,至纯科技,电子
SH603693,603693.SH,江苏新能,公用事业
SH603696,603696.SH,安记食品,食品饮料
SH603697,603697.SH,有友食品,食品饮料
SH603698,603698.SH,航天工程,机械设备
SH603699,603699.SH,纽威股份,机械设备
SH603700,603700.SH,宁水集团,机械设备
SH603701,603701.SH,德宏股份,汽车
SH603703,603703.SH,盛洋科技,电子
SH603706,603706.SH,东方环宇,公用事业
SH603707,603707.SH,健友股份,医药生物
SH603708,603708.SH,家家悦,商贸零售
SH603709,603709.SH,中源家居,轻工制造
SH603711,603711.SH,香飘飘,食品饮料
SH603712,603712.SH,七一二,国防军工
SH603713,603713.SH,密尔克卫,交通运输
SH603716,603716.SH,塞力医疗,医药生物
SH603717,603717.SH,天域生物,农林牧渔
SH603718,603718.SH,*ST海利,医药生物
SH603719,603719.SH,良品铺子,食品饮料
SH603721,603721.SH,中广天择,传媒
SH603722,603722.SH,阿科力,基础化工
SH603725,603725.SH,天安新材,轻工制造
SH603726,603726.SH,朗迪集团,家用电器
SH603727,603727.SH,博迈科,石油石化
SH603728,603728.SH,鸣志电器,电力设备
SH603729,603729.SH,ST龙韵,传媒
SH603730,603730.SH,岱美股份,汽车
SH603733,603733.SH,仙鹤股份,轻工制造
SH603737,603737.SH,三棵树,建筑材料
SH603738,603738.SH,泰晶科技,电子
SH603739,603739.SH,蔚蓝生物,基础化工
SH603755,603755.SH,日辰股份,食品饮料
SH603757,603757.SH,大元泵业,机械设备
SH603758,603758.SH,秦安股份,汽车
SH603759,603759.SH,海天股份,环保
SH603766,603766.SH,隆鑫通用,汽车
SH603767,603767.SH,中马传动,汽车
SH603768,603768.SH,常青股份,汽车
SH603773,603773.SH,沃格光电,电子
SH603776,603776.SH,永安行,汽车
SH603777,603777.SH,来伊份,食品饮料
SH603778,603778.SH,国晟科技,电力设备
SH603779,603779.SH,威龙股份,食品饮料
SH603786,603786.SH,科博达,汽车
SH603787,603787.SH,新日股份,汽车
SH603788,603788.SH,宁波高发,汽车
SH603789,603789.SH,ST星农,机械设备
SH603790,603790.SH,雅运股份,基础化工
SH603797,603797.SH,联泰环保,环保
SH603798,603798.SH,康普顿,石油石化
SH603799,603799.SH,华友钴业,有色金属
SH603800,603800.SH,洪田股份,机械设备
SH603801,603801.SH,志邦家居,轻工制造
SH603803,603803.SH,瑞斯康达,通信
SH603806,603806.SH,福斯特,电力设备
SH603808,603808.SH,歌力思,纺织服饰
SH603809,603809.SH,豪能股份,汽车
SH603810,603810.SH,丰山集团,基础化工
SH603811,603811.SH,诚意药业,医药生物
SH603813,603813.SH,原尚股份,交通运输
SH603815,603815.SH,交建股份,建筑装饰
SH603816,603816.SH,顾家家居,轻工制造
SH603817,603817.SH,海峡环保,环保
SH603818,603818.SH,曲美家居,轻工制造
SH603819,603819.SH,神力股份,电力设备
SH603822,603822.SH,ST嘉澳,基础化工
SH603823,603823.SH,百合花,基础化工
SH603825,603825.SH,ST华扬,传媒
SH603826,603826.SH,坤彩科技,基础化工
SH603828,603828.SH,*ST利达,建筑装饰
SH603829,603829.SH,洛凯股份,电力设备
SH603833,603833.SH,欧派家居,轻工制造
SH603836,603836.SH,海程邦达,交通运输
SH603838,603838.SH,*ST四通,轻工制造
SH603839,603839.SH,安正时尚,纺织服饰
SH603843,603843.SH,*ST正平,建筑装饰
SH603848,603848.SH,好太太,轻工制造
SH603855,603855.SH,华荣股份,机械设备
SH603856,603856.SH,东宏股份,建筑材料
SH603858,603858.SH,步长制药,医药生物
SH603859,603859.SH,能科科技,计算机
SH603860,603860.SH,中公高科,建筑装饰
SH603861,603861.SH,白云电器,电力设备
SH603863,603863.SH,松炀资源,轻工制造
SH603866,603866.SH,桃李面包,食品饮料
SH603867,603867.SH,新化股份,基础化工
SH603868,603868.SH,飞科电器,家用电器
SH603869,603869.SH,ST智知,计算机
SH603871,603871.SH,嘉友国际,交通运输
SH603876,603876.SH,鼎胜新材,有色金属
SH603877,603877.SH,太平鸟,纺织服饰
SH603878,603878.SH,武进不锈,钢铁
SH603879,603879.SH,永悦科技,基础化工
SH603880,603880.SH,南卫股份,医药生物
SH603881,603881.SH,数据港,通信
SH603882,603882.SH,金域医学,医药生物
SH603883,603883.SH,老百姓,医药生物
SH603885,603885.SH,吉祥航空,交通运输
SH603886,603886.SH,元祖股份,食品饮料
SH603887,603887.SH,城地香江,计算机
SH603888,603888.SH,新华网,传媒
SH603889,603889.SH,新澳股份,纺织服饰
SH603890,603890.SH,春秋电子,电子
SH603893,603893.SH,瑞芯微,电子
SH603895,603895.SH,天永智能,机械设备
SH603896,603896.SH,寿仙谷,医药生物
SH603897,603897.SH,长城科技,电力设备
SH603898,603898.SH,好莱客,轻工制造
SH603899,603899.SH,晨光股份,轻工制造
SH603900,603900.SH,莱绅通灵,纺织服饰
SH603901,603901.SH,永创智能,机械设备
SH603903,603903.SH,中持股份,环保
SH603906,603906.SH,龙蟠科技,电力设备
SH603908,603908.SH,牧高笛,纺织服饰
SH603909,603909.SH,建发合诚,建筑装饰
SH603912,603912.SH,佳力图,机械设备
SH603915,603915.SH,国茂股份,机械设备
SH603916,603916.SH,苏博特,基础化工
SH603917,603917.SH,合力科技,汽车
SH603918,603918.SH,金桥信息,计算机
SH603919,603919.SH,金徽酒,食品饮料
SH603920,603920.SH,世运电路,电子
SH603922,603922.SH,ST金鸿顺,汽车
SH603926,603926.SH,铁流股份,汽车
SH603927,603927.SH,中科软,计算机
SH603928,603928.SH,兴业股份,基础化工
SH603929,603929.SH,亚翔集成,建筑装饰
SH603931,603931.SH,格林达,电子
SH603933,603933.SH,睿能科技,电子
SH603936,603936.SH,博敏电子,电子
SH603937,603937.SH,丽岛新材,有色金属
SH603938,603938.SH,三孚股份,基础化工
SH603939,603939.SH,益丰药房,医药生物
SH603948,603948.SH,建业股份,基础化工
SH603949,603949.SH,雪龙集团,汽车
SH603950,603950.SH,长源东谷,汽车
SH603955,603955.SH,大千生态,建筑装饰
SH603956,603956.SH,威派格,机械设备
SH603958,603958.SH,哈森股份,纺织服饰
SH603959,603959.SH,ST百利,建筑装饰
SH603960,603960.SH,克来机电,汽车
SH603966,603966.SH,法兰泰克,机械设备
SH603967,603967.SH,中创物流,交通运输
SH603968,603968.SH,醋化股份,基础化工
SH603969,603969.SH,银龙股份,机械设备
SH603970,603970.SH,中农立华,基础化工
SH603976,603976.SH,正川股份,医药生物
SH603977,603977.SH,国泰集团,基础化工
SH603978,603978.SH,深圳新星,有色金属
SH603979,603979.SH,金诚信,有色金属
SH603980,603980.SH,吉华集团,基础化工
SH603982,603982.SH,泉峰汽车,汽车
SH603983,603983.SH,丸美生物,美容护理
SH603985,603985.SH,恒润股份,电力设备
SH603986,603986.SH,兆易创新,电子
SH603987,603987.SH,康德莱,医药生物
SH603988,603988.SH,中电电机,电力设备
SH603989,603989.SH,艾华集团,电子
SH603990,603990.SH,麦迪科技,计算机
SH603991,603991.SH,领先股份,电子
SH603992,603992.SH,松霖科技,轻工制造
SH603993,603993.SH,洛阳钼业,有色金属
SH603995,603995.SH,甬金股份,钢铁
SH603997,603997.SH,继峰股份,汽车
SH603998,603998.SH,方盛制药,医药生物
SH603999,603999.SH,读者传媒,传媒
SH605001,605001.SH,威奥股份,机械设备
SH605003,605003.SH,众望布艺,纺织服饰
SH605005,605005.SH,合兴股份,汽车
SH605006,605006.SH,山东玻纤,建筑材料
SH605007,605007.SH,五洲特纸,轻工制造
SH605008,605008.SH,长鸿高科,基础化工
SH605009,605009.SH,豪悦护理,美容护理
SH605011,605011.SH,杭州热电,公用事业
SH605016,605016.SH,百龙创园,基础化工
SH605018,605018.SH,长华集团,汽车
SH605020,605020.SH,永和股份,基础化工
SH605028,605028.SH,世茂能源,公用事业
SH605033,605033.SH,美邦股份,基础化工
SH605050,605050.SH,福然德,交通运输
SH605055,605055.SH,迎丰股份,纺织服饰
SH605056,605056.SH,咸亨国际,机械设备
SH605058,605058.SH,澳弘电子,电子
SH605060,605060.SH,联德股份,机械设备
SH605066,605066.SH,天正电气,电力设备
SH605068,605068.SH,明新旭腾,汽车
SH605069,605069.SH,正和生态,环保
SH605077,605077.SH,华康股份,基础化工
SH605080,605080.SH,浙江自然,轻工制造
SH605086,605086.SH,龙高股份,基础化工
SH605088,605088.SH,冠盛股份,汽车
SH605089,605089.SH,味知香,食品饮料
SH605090,605090.SH,九丰能源,公用事业
SH605098,605098.SH,行动教育,社会服务
SH605099,605099.SH,共创草坪,轻工制造
SH605100,605100.SH,华丰股份,机械设备
SH605108,605108.SH,同庆楼,社会服务
SH605111,605111.SH,新洁能,电子
SH605116,605116.SH,奥锐特,医药生物
SH605117,605117.SH,德业股份,电力设备
SH605118,605118.SH,力鼎光电,计算机
SH605122,605122.SH,四方新材,建筑材料
SH605123,605123.SH,派克新材,国防军工
SH605128,605128.SH,上海沿浦,汽车
SH605133,605133.SH,嵘泰股份,汽车
SH605136,605136.SH,丽人丽妆,商贸零售
SH605138,605138.SH,盛泰集团,纺织服饰
SH605151,605151.SH,西上海,汽车
SH605155,605155.SH,西大门,轻工制造
SH605158,605158.SH,华达新材,有色金属
SH605162,605162.SH,新中港,公用事业
SH605166,605166.SH,聚合顺,基础化工
SH605167,605167.SH,利柏特,建筑装饰
SH605168,605168.SH,三人行,传媒
SH605169,605169.SH,洪通燃气,公用事业
SH605177,605177.SH,东亚药业,医药生物
SH605178,605178.SH,时空科技,建筑装饰
SH605179,605179.SH,一鸣食品,食品饮料
SH605180,605180.SH,华生科技,纺织服饰
SH605183,605183.SH,确成股份,基础化工
SH605186,605186.SH,健麾信息,机械设备
SH605188,605188.SH,国光连锁,商贸零售
SH605189,605189.SH,富春染织,纺织服饰
SH605196,605196.SH,华通线缆,电力设备
SH605198,605198.SH,安德利,农林牧渔
SH605199,605199.SH,ST葫芦娃,医药生物
SH605208,605208.SH,永茂泰,有色金属
SH605218,605218.SH,伟时电子,电子
SH605222,605222.SH,起帆电缆,电力设备
SH605228,605228.SH,神通科技,汽车
SH605255,605255.SH,天普股份,汽车
SH605258,605258.SH,协和电子,电子
SH605259,605259.SH,绿田机械,机械设备
SH605266,605266.SH,健之佳,医药生物
SH605268,605268.SH,王力安防,轻工制造
SH605277,605277.SH,新亚电子,电子
SH605286,605286.SH,同力天启,机械设备
SH605287,605287.SH,德才股份,建筑装饰
SH605288,605288.SH,凯迪股份,机械设备
SH605289,605289.SH,罗曼股份,建筑装饰
SH605296,605296.SH,神农集团,农林牧渔
SH605298,605298.SH,必得科技,机械设备
SH605299,605299.SH,舒华体育,轻工制造
SH605300,605300.SH,佳禾食品,食品饮料
SH605303,605303.SH,园林股份,建筑装饰
SH605305,605305.SH,中际联合,机械设备
SH605318,605318.SH,法狮龙,建筑材料
SH605319,605319.SH,无锡振华,汽车
SH605333,605333.SH,沪光股份,汽车
SH605336,605336.SH,*ST帅电,家用电器
SH605337,605337.SH,李子园,食品饮料
SH605338,605338.SH,巴比食品,食品饮料
SH605339,605339.SH,南侨食品,食品饮料
SH605358,605358.SH,立昂微,电子
SH605365,605365.SH,立达信,家用电器
SH605366,605366.SH,宏柏新材,基础化工
SH605368,605368.SH,蓝天燃气,公用事业
SH605369,605369.SH,拱东医疗,医药生物
SH605376,605376.SH,博迁新材,有色金属
SH605377,605377.SH,华旺科技,轻工制造
SH605378,605378.SH,野马电池,电力设备
SH605388,605388.SH,均瑶健康,食品饮料
SH605389,605389.SH,长龄液压,机械设备
SH605398,605398.SH,新炬网络,计算机
SH605399,605399.SH,晨光新材,基础化工
SH605488,605488.SH,福莱新材,基础化工
SH605499,605499.SH,东鹏饮料,食品饮料
SH605500,605500.SH,森林包装,轻工制造
SH605507,605507.SH,国邦医药,医药生物
SH605555,605555.SH,德昌股份,家用电器
SH605566,605566.SH,福莱蒽特,基础化工
SH605567,605567.SH,春雪食品,食品饮料
SH605577,605577.SH,龙版传媒,传媒
SH605580,605580.SH,恒盛能源,公用事业
SH605588,605588.SH,冠石科技,电子
SH605589,605589.SH,圣泉集团,基础化工
SH605598,605598.SH,上海港湾,建筑装饰
SH605599,605599.SH,菜百股份,纺织服饰
SH688001,688001.SH,华兴源创,机械设备
SH688002,688002.SH,睿创微纳,电子
SH688003,688003.SH,天准科技,机械设备
SH688004,688004.SH,博汇科技,计算机
SH688005,688005.SH,容百科技,电力设备
SH688006,688006.SH,杭可科技,电力设备
SH688007,688007.SH,光峰科技,电子
SH688008,688008.SH,澜起科技,电子
SH688009,688009.SH,中国通号,机械设备
SH688010,688010.SH,福光股份,电子
SH688011,688011.SH,新光光电,国防军工
SH688012,688012.SH,中微公司,电子
SH688013,688013.SH,天臣医疗,医药生物
SH688015,688015.SH,交控科技,机械设备
SH688016,688016.SH,心脉医疗,医药生物
SH688017,688017.SH,绿的谐波,机械设备
SH688018,688018.SH,乐鑫科技,电子
SH688019,688019.SH,安集科技,电子
SH688020,688020.SH,方邦股份,电子
SH688021,688021.SH,奥福科技,汽车
SH688022,688022.SH,ST瀚川,机械设备
SH688023,688023.SH,安恒信息,计算机
SH688025,688025.SH,杰普特,机械设备
SH688026,688026.SH,洁特生物,医药生物
SH688027,688027.SH,国盾量子,通信
SH688028,688028.SH,沃尔德,机械设备
SH688029,688029.SH,南微医学,医药生物
SH688030,688030.SH,山石网科,计算机
SH688031,688031.SH,星环科技,计算机
SH688032,688032.SH,禾迈股份,电力设备
SH688033,688033.SH,*ST天宜,机械设备
SH688035,688035.SH,德邦科技,电子
SH688036,688036.SH,传音控股,电子
SH688037,688037.SH,芯源微,电子
SH688038,688038.SH,中科通达,计算机
SH688039,688039.SH,当虹科技,计算机
SH688041,688041.SH,海光信息,电子
SH688045,688045.SH,必易微,电子
SH688046,688046.SH,药康生物,医药生物
SH688047,688047.SH,龙芯中科,电子
SH688048,688048.SH,长光华芯,电子
SH688049,688049.SH,炬芯科技,电子
SH688050,688050.SH,爱博医疗,医药生物
SH688051,688051.SH,佳华科技,计算机
SH688052,688052.SH,纳芯微,电子
SH688053,688053.SH,ST思科瑞,国防军工
SH688055,688055.SH,龙腾光电,电子
SH688056,688056.SH,莱伯泰科,机械设备
SH688057,688057.SH,金达莱,环保
SH688058,688058.SH,宝兰德,计算机
SH688059,688059.SH,华锐精密,机械设备
SH688060,688060.SH,云涌科技,计算机
SH688061,688061.SH,灿瑞科技,电子
SH688062,688062.SH,迈威生物,医药生物
SH688063,688063.SH,派能科技,电力设备
SH688065,688065.SH,凯赛生物,基础化工
SH688066,688066.SH,*ST航图,计算机
SH688067,688067.SH,爱威科技,医药生物
SH688068,688068.SH,热景生物,医药生物
SH688069,688069.SH,德林海,环保
SH688070,688070.SH,纵横股份,国防军工
SH688071,688071.SH,华依科技,机械设备
SH688072,688072.SH,拓荆科技,电子
SH688073,688073.SH,毕得医药,医药生物
SH688075,688075.SH,安旭生物,医药生物
SH688076,688076.SH,ST诺泰,医药生物
SH688077,688077.SH,大地熊,有色金属
SH688078,688078.SH,龙软科技,计算机
SH688079,688079.SH,美迪凯,电子
SH688080,688080.SH,映翰通,通信
SH688081,688081.SH,兴图新科,国防军工
SH688082,688082.SH,盛美上海,电子
SH688083,688083.SH,中望软件,计算机
SH688084,688084.SH,晶品特装,国防军工
SH688085,688085.SH,三友医疗,医药生物
SH688087,688087.SH,英科再生,轻工制造
SH688088,688088.SH,虹软科技,计算机
SH688089,688089.SH,ST嘉必优,基础化工
SH688090,688090.SH,瑞松科技,机械设备
SH688091,688091.SH,上海谊众,医药生物
SH688092,688092.SH,爱科科技,机械设备
SH688093,688093.SH,世华科技,电子
SH688095,688095.SH,福昕软件,计算机
SH688096,688096.SH,京源环保,环保
SH688097,688097.SH,博众精工,机械设备
SH688098,688098.SH,申联生物,农林牧渔
SH688099,688099.SH,晶晨股份,电子
SH688100,688100.SH,威胜信息,通信
SH688101,688101.SH,三达膜,环保
SH688102,688102.SH,斯瑞新材,有色金属
SH688103,688103.SH,国力电子,电子
SH688105,688105.SH,诺唯赞,医药生物
SH688106,688106.SH,金宏气体,电子
SH688107,688107.SH,安路科技,电子
SH688108,688108.SH,赛诺医疗,医药生物
SH688109,688109.SH,品茗科技,计算机
SH688110,688110.SH,东芯股份,电子
SH688111,688111.SH,金山办公,计算机
SH688112,688112.SH,鼎阳科技,机械设备
SH688113,688113.SH,联测科技,机械设备
SH688114,688114.SH,华大智造,医药生物
SH688115,688115.SH,思林杰,机械设备
SH688116,688116.SH,天奈科技,电力设备
SH688117,688117.SH,圣诺生物,医药生物
SH688118,688118.SH,普元信息,计算机
SH688119,688119.SH,中钢洛耐,建筑材料
SH688120,688120.SH,华海清科,电子
SH688121,688121.SH,*ST卓然,机械设备
SH688122,688122.SH,西部超导,国防军工
SH688123,688123.SH,聚辰股份,电子
SH688125,688125.SH,安达智能,机械设备
SH688126,688126.SH,沪硅产业,电子
SH688127,688127.SH,蓝特光学,电子
SH688128,688128.SH,中国电研,机械设备
SH688129,688129.SH,东来技术,基础化工
SH688130,688130.SH,晶华微,电子
SH688131,688131.SH,皓元医药,医药生物
SH688132,688132.SH,邦彦技术,国防军工
SH688133,688133.SH,泰坦科技,基础化工
SH688135,688135.SH,利扬芯片,电子
SH688136,688136.SH,科兴制药,医药生物
SH688137,688137.SH,近岸蛋白,医药生物
SH688138,688138.SH,清溢光电,电子
SH688139,688139.SH,海尔生物,医药生物
SH688141,688141.SH,杰华特,电子
SH688143,688143.SH,长盈通,通信
SH688146,688146.SH,中船特气,电子
SH688147,688147.SH,微导纳米,电力设备
SH688148,688148.SH,芳源股份,电力设备
SH688150,688150.SH,莱特光电,电子
SH688151,688151.SH,华强科技,医药生物
SH688152,688152.SH,麒麟信安,计算机
SH688153,688153.SH,唯捷创芯,电子
SH688155,688155.SH,先惠技术,电力设备
SH688156,688156.SH,路德科技,农林牧渔
SH688157,688157.SH,松井股份,基础化工
SH688158,688158.SH,优刻得,计算机
SH688159,688159.SH,有方科技,通信
SH688160,688160.SH,步科股份,机械设备
SH688161,688161.SH,威高骨科,医药生物
SH688162,688162.SH,巨一科技,机械设备
SH688163,688163.SH,赛伦生物,医药生物
SH688165,688165.SH,埃夫特,机械设备
SH688166,688166.SH,博瑞医药,医药生物
SH688167,688167.SH,炬光科技,电子
SH688168,688168.SH,安博通,计算机
SH688169,688169.SH,石头科技,家用电器
SH688170,688170.SH,德龙激光,机械设备
SH688171,688171.SH,纬德信息,计算机
SH688172,688172.SH,燕东微,电子
SH688173,688173.SH,希荻微,电子
SH688175,688175.SH,高凌信息,国防军工
SH688176,688176.SH,亚虹医药,医药生物
SH688177,688177.SH,百奥泰,医药生物
SH688178,688178.SH,万德斯,环保
SH688179,688179.SH,阿拉丁,基础化工
SH688180,688180.SH,君实生物,医药生物
SH688181,688181.SH,八亿时空,电子
SH688182,688182.SH,灿勤科技,通信
SH688183,688183.SH,生益电子,电子
SH688184,688184.SH,ST帕瓦,电力设备
SH688185,688185.SH,康希诺,医药生物
SH688186,688186.SH,广大特材,电力设备
SH688187,688187.SH,时代电气,机械设备
SH688188,688188.SH,柏楚电子,计算机
SH688189,688189.SH,ST南新,医药生物
SH688190,688190.SH,云路股份,有色金属
SH688191,688191.SH,智洋创新,电力设备
SH688192,688192.SH,迪哲医药,医药生物
SH688193,688193.SH,仁度生物,医药生物
SH688195,688195.SH,腾景科技,电子
SH688196,688196.SH,卓越新能,基础化工
SH688197,688197.SH,首药控股,医药生物
SH688198,688198.SH,佰仁医疗,医药生物
SH688199,688199.SH,久日新材,基础化工
SH688200,688200.SH,华峰测控,电子
SH688201,688201.SH,ST信安,计算机
SH688202,688202.SH,美迪西,医药生物
SH688203,688203.SH,海正生材,基础化工
