code_gildata,name,wind_sw_l1
300069.SZ,金利华电,电力设备
300070.SZ,碧水源,环保
300071.SZ,福石控股,传媒
300072.SZ,海新能科,基础化工
300073.SZ,当升科技,电力设备
300074.SZ,华平股份,计算机
300075.SZ,数字政通,计算机
300076.SZ,*ST宁视,电子
300077.SZ,国民技术,电子
300078.SZ,思创智联,计算机
300079.SZ,数码视讯,计算机
300080.SZ,易成新能,电力设备
300081.SZ,ST恒信,通信
300082.SZ,奥克股份,基础化工
300083.SZ,创世纪,机械设备
300084.SZ,海默科技,机械设备
300085.SZ,银之杰,计算机
300086.SZ,康芝药业,医药生物
300087.SZ,ST荃银,农林牧渔
300088.SZ,长信科技,电子
300091.SZ,*ST金灵,机械设备
300092.SZ,科新机电,机械设备
300093.SZ,金刚光伏,电力设备
300094.SZ,国联水产,农林牧渔
300095.SZ,华伍股份,机械设备
300096.SZ,ST易联众,计算机
300097.SZ,智云股份,机械设备
300098.SZ,高新兴,通信
300099.SZ,尤洛卡,机械设备
300100.SZ,双林股份,汽车
300101.SZ,振芯科技,国防军工
300102.SZ,乾照光电,电子
300103.SZ,达刚控股,机械设备
300105.SZ,龙源技术,环保
300106.SZ,西部牧业,食品饮料
300107.SZ,建新股份,基础化工
300109.SZ,新开源,基础化工
300110.SZ,华仁药业,医药生物
300111.SZ,向日葵,医药生物
300112.SZ,万讯自控,机械设备
300113.SZ,顺网科技,传媒
300115.SZ,长盈精密,电子
300118.SZ,东方日升,电力设备
300119.SZ,瑞普生物,农林牧渔
300120.SZ,经纬辉开,电子
300121.SZ,阳谷华泰,基础化工
300122.SZ,智飞生物,医药生物
300123.SZ,ST亚光,国防军工
300124.SZ,汇川技术,机械设备
300125.SZ,聆达股份,公用事业
300126.SZ,锐奇股份,机械设备
300127.SZ,银河磁体,有色金属
300128.SZ,锦富技术,电子
300129.SZ,泰胜风能,电力设备
300130.SZ,新国都,计算机
300131.SZ,英唐智控,电子
300132.SZ,诺斯贝尔,美容护理
300133.SZ,华策影视,传媒
300134.SZ,大富科技,通信
300135.SZ,宝利国际,石油石化
300136.SZ,信维通信,电子
300137.SZ,先河环保,环保
300138.SZ,晨光生物,农林牧渔
300139.SZ,晓程科技,有色金属
300140.SZ,节能环境,环保
300141.SZ,和顺电气,电力设备
300142.SZ,沃森生物,医药生物
300143.SZ,盈康生命,医药生物
300144.SZ,宋城演艺,社会服务
300145.SZ,南方泵业,机械设备
300146.SZ,汤臣倍健,食品饮料
300147.SZ,*ST香雪,医药生物
300148.SZ,天舟文化,传媒
300149.SZ,睿智医药,医药生物
300150.SZ,世纪瑞尔,计算机
300151.SZ,昌红科技,机械设备
300152.SZ,*ST动力,环保
300153.SZ,科泰电源,电力设备
300154.SZ,瑞凌股份,机械设备
300155.SZ,安居宝,计算机
300157.SZ,新锦动力,机械设备
300158.SZ,振东制药,医药生物
300159.SZ,新研股份,机械设备
300160.SZ,秀强股份,家用电器
300161.SZ,华中数控,机械设备
300162.SZ,雷曼光电,电子
300163.SZ,先锋新材,基础化工
300164.SZ,通源石油,石油石化
300165.SZ,天瑞仪器,机械设备
300166.SZ,东方国信,计算机
300167.SZ,ST迪威迅,计算机
300168.SZ,万达信息,计算机
300169.SZ,天晟新材,基础化工
300170.SZ,汉得信息,计算机
300171.SZ,东富龙,医药生物
300172.SZ,中电环保,环保
300173.SZ,ST福能,电力设备
300174.SZ,元力股份,基础化工
300175.SZ,朗源股份,农林牧渔
300176.SZ,鸿特科技,汽车
300177.SZ,中海达,国防军工
300179.SZ,四方达,机械设备
300180.SZ,华峰超纤,基础化工
300181.SZ,佐力药业,医药生物
300182.SZ,捷成股份,传媒
300183.SZ,东软载波,通信
300184.SZ,力源信息,电子
300185.SZ,通裕重工,电力设备
300187.SZ,永清环保,环保
300188.SZ,国投智能,计算机
300189.SZ,神农种业,农林牧渔
300190.SZ,维尔利,环保
300191.SZ,潜能恒信,石油石化
300192.SZ,科德教育,社会服务
300193.SZ,佳士科技,机械设备
300194.SZ,福安药业,医药生物
300195.SZ,长荣股份,机械设备
300196.SZ,长海股份,建筑材料
300197.SZ,节能铁汉,建筑装饰
300198.SZ,*ST纳川,建筑材料
300199.SZ,翰宇药业,医药生物
300200.SZ,高盟新材,基础化工
300201.SZ,海伦哲,机械设备
300203.SZ,聚光科技,环保
300204.SZ,舒泰神,医药生物
300205.SZ,*ST天喻,通信
300206.SZ,理邦仪器,医药生物
300207.SZ,欣旺达,电力设备
300209.SZ,行云科技,计算机
300210.SZ,森远股份,环保
300211.SZ,*ST亿通,通信
300212.SZ,*ST易录,计算机
300213.SZ,佳讯飞鸿,通信
300214.SZ,日科化学,基础化工
300215.SZ,电科院,社会服务
300217.SZ,东方电热,家用电器
300218.SZ,安利股份,基础化工
300219.SZ,鸿利智汇,电子
300220.SZ,金运激光,机械设备
300221.SZ,银禧科技,基础化工
300222.SZ,科大智能,电力设备
300223.SZ,君正股份,电子
300224.SZ,正海磁材,有色金属
300225.SZ,金力泰,基础化工
300226.SZ,上海钢联,计算机
300227.SZ,光韵达,机械设备
300228.SZ,富瑞特装,机械设备
300229.SZ,拓尔思,计算机
300230.SZ,永利股份,基础化工
300231.SZ,银信科技,计算机
300232.SZ,洲明科技,电子
300233.SZ,金城医药,医药生物
300234.SZ,开尔新材,建筑材料
300235.SZ,方直科技,计算机
300236.SZ,上海新阳,电子
300237.SZ,ST美晨,汽车
300238.SZ,冠昊生物,医药生物
300239.SZ,东宝生物,医药生物
300240.SZ,飞力达,交通运输
300241.SZ,瑞丰光电,电子
300242.SZ,佳云科技,传媒
300243.SZ,瑞丰高材,基础化工
300244.SZ,迪安诊断,医药生物
300245.SZ,ST天玑,计算机
300246.SZ,宝莱特,医药生物
300247.SZ,融捷健康,家用电器
300248.SZ,新开普,计算机
300249.SZ,依米康,计算机
300250.SZ,初灵信息,计算机
300251.SZ,光线传媒,传媒
300252.SZ,金信诺,国防军工
300253.SZ,卫宁健康,计算机
300254.SZ,仟源医药,医药生物
300255.SZ,常山药业,医药生物
300256.SZ,星星科技,电子
300257.SZ,开山股份,机械设备
300258.SZ,精锻科技,汽车
300259.SZ,新天科技,机械设备
300260.SZ,新莱应材,机械设备
300261.SZ,雅本化学,基础化工
300263.SZ,隆华科技,机械设备
300264.SZ,佳创视讯,计算机
300265.SZ,通光线缆,电力设备
300266.SZ,兴源环境,环保
300267.SZ,尔康制药,医药生物
300268.SZ,佳沃食品,农林牧渔
300269.SZ,联建光电,电子
300270.SZ,中威电子,计算机
300271.SZ,华宇软件,计算机
300272.SZ,开能健康,家用电器
300274.SZ,阳光电源,电力设备
300275.SZ,梅安森,计算机
300276.SZ,三丰智能,机械设备
300277.SZ,汽轮科技,计算机
300278.SZ,华昌达,机械设备
300279.SZ,和晶科技,家用电器
300281.SZ,金明精机,机械设备
300283.SZ,温州宏丰,电力设备
300284.SZ,苏交科,建筑装饰
300285.SZ,国瓷材料,电子
300286.SZ,安科瑞,电力设备
300287.SZ,飞利信,计算机
300288.SZ,朗玛信息,计算机
300289.SZ,利德曼,医药生物
300290.SZ,ST荣科,计算机
300291.SZ,百纳千成,传媒
300292.SZ,吴通控股,通信
300293.SZ,蓝英装备,机械设备
300294.SZ,博雅生物,医药生物
300295.SZ,*ST三六五,传媒
300296.SZ,利亚德,电子
300298.SZ,三诺生物,医药生物
300299.SZ,富春股份,传媒
300300.SZ,海峡创新,计算机
300301.SZ,ST长方,电子
300302.SZ,同有科技,计算机
300303.SZ,聚飞光电,电子
300304.SZ,云意电气,汽车
300305.SZ,裕兴股份,基础化工
300306.SZ,远方信息,机械设备
300307.SZ,慈星股份,机械设备
300308.SZ,中际旭创,通信
300310.SZ,宜通世纪,通信
300311.SZ,任子行,计算机
300313.SZ,天山生物,农林牧渔
300314.SZ,戴维医疗,医药生物
300315.SZ,掌趣科技,传媒
300316.SZ,晶盛机电,电力设备
300317.SZ,珈伟新能,公用事业
300318.SZ,博晖创新,医药生物
300319.SZ,麦捷科技,电子
300320.SZ,海达股份,基础化工
300321.SZ,同大股份,基础化工
300322.SZ,硕贝德,电子
300323.SZ,华灿光电,电子
300324.SZ,旋极信息,计算机
300326.SZ,ST凯利,医药生物
300327.SZ,中颖电子,电子
300328.SZ,宜安科技,有色金属
300329.SZ,海伦钢琴,轻工制造
300331.SZ,苏大维格,电子
300332.SZ,天壕能源,公用事业
300333.SZ,兆日科技,计算机
300334.SZ,津膜科技,环保
300335.SZ,迪森股份,公用事业
300337.SZ,银邦股份,有色金属
300338.SZ,*ST开元,社会服务
300339.SZ,润和软件,计算机
300340.SZ,科恒股份,电力设备
300341.SZ,麦克奥迪,医药生物
300342.SZ,天银机电,家用电器
300343.SZ,联创股份,基础化工
300344.SZ,立方退(退市),计算机
300345.SZ,华民股份,电力设备
300346.SZ,南大光电,电子
300347.SZ,泰格医药,医药生物
300348.SZ,长亮科技,计算机
300349.SZ,金卡智能,机械设备
300350.SZ,华鹏飞,交通运输
300351.SZ,永贵电器,机械设备
300352.SZ,ST信源,计算机
300353.SZ,东土科技,通信
300354.SZ,东华测试,机械设备
300355.SZ,蒙草生态,建筑装饰
300357.SZ,我武生物,医药生物
300358.SZ,楚天科技,医药生物
300359.SZ,全通教育,社会服务
300360.SZ,炬华科技,电力设备
300363.SZ,博腾股份,医药生物
300364.SZ,中文在线,传媒
300365.SZ,恒华科技,计算机
300366.SZ,ST创意,计算机
300368.SZ,汇金股份,计算机
300369.SZ,绿盟科技,计算机
300370.SZ,安控科技,机械设备
300371.SZ,汇中股份,机械设备
300373.SZ,扬杰科技,电子
300374.SZ,中铁装配,建筑材料
300375.SZ,鹏翎股份,汽车
300376.SZ,易事特,电力设备
300377.SZ,赢时胜,计算机
300378.SZ,鼎捷数智,计算机
300379.SZ,东通退(退市),计算机
300380.SZ,安硕信息,计算机
300381.SZ,溢多利,医药生物
300382.SZ,斯莱克,机械设备
300383.SZ,光环新网,通信
300384.SZ,三联虹普,建筑装饰
300385.SZ,ST雪浪,环保
300386.SZ,飞天诚信,计算机
300387.SZ,富邦科技,基础化工
300388.SZ,节能国祯,环保
300389.SZ,艾比森,电子
300390.SZ,天华新能,电力设备
300391.SZ,长药退(退市),医药生物
300393.SZ,中来股份,电力设备
300394.SZ,天孚通信,通信
300395.SZ,菲利华,国防军工
300396.SZ,ST迪瑞,医药生物
300397.SZ,天和防务,国防军工
300398.SZ,飞凯材料,电子
300399.SZ,天利科技,计算机
300400.SZ,劲拓股份,机械设备
300401.SZ,花园生物,医药生物
300402.SZ,宝色股份,机械设备
300403.SZ,汉宇集团,家用电器
300404.SZ,博济医药,医药生物
300405.SZ,科隆股份,基础化工
300406.SZ,九强生物,医药生物
300407.SZ,凯发电气,电力设备
300408.SZ,三环集团,电子
300409.SZ,道氏技术,电力设备
300410.SZ,正业科技,电力设备
300411.SZ,金盾股份,机械设备
300412.SZ,迦南科技,机械设备
300413.SZ,芒果超媒,传媒
300414.SZ,中光防雷,通信
300415.SZ,伊之密,机械设备
300416.SZ,苏试试验,社会服务
300417.SZ,南华仪器,机械设备
300418.SZ,昆仑万维,传媒
300419.SZ,ST浩丰,计算机
300420.SZ,五洋自控,机械设备
300421.SZ,力星股份,机械设备
300422.SZ,博世科,环保
300423.SZ,昇辉科技,电力设备
300424.SZ,航新科技,国防军工
300425.SZ,中建环能,环保
300426.SZ,华智数媒,传媒
300427.SZ,红相股份,电力设备
300428.SZ,立中集团,汽车
300429.SZ,强力新材,电子
300430.SZ,*ST益通,医药生物
300432.SZ,富临精工,电力设备
300433.SZ,蓝思科技,电子
300434.SZ,金石亚药,医药生物
300435.SZ,中泰股份,机械设备
300436.SZ,广生堂,医药生物
300437.SZ,清水源,环保
300438.SZ,鹏辉能源,电力设备
300439.SZ,美康生物,医药生物
300440.SZ,运达科技,计算机
300441.SZ,鲍斯股份,机械设备
300442.SZ,润泽科技,通信
300443.SZ,金雷股份,电力设备
300444.SZ,双杰电气,电力设备
300445.SZ,康斯特,机械设备
300446.SZ,航天智造,汽车
300447.SZ,全信股份,国防军工
300448.SZ,浩云科技,计算机
300449.SZ,汉邦高科,计算机
300450.SZ,先导智能,电力设备
300451.SZ,创业慧康,计算机
300452.SZ,山河药辅,医药生物
300453.SZ,三鑫医疗,医药生物
300454.SZ,深信服,计算机
300455.SZ,航天智装,计算机
300456.SZ,赛微电子,电子
300457.SZ,赢合科技,电力设备
300458.SZ,全志科技,电子
300459.SZ,汤姆猫,传媒
300460.SZ,ST惠伦,电子
300461.SZ,田中精机,机械设备
300462.SZ,ST华铭,计算机
300463.SZ,迈克生物,医药生物
300464.SZ,星徽股份,商贸零售
300465.SZ,高伟达,计算机
300466.SZ,赛摩智能,机械设备
300467.SZ,迅游科技,传媒
300468.SZ,四方精创,计算机
300469.SZ,信息发展,计算机
300470.SZ,中密控股,机械设备
300471.SZ,厚普股份,机械设备
300472.SZ,ST新元,机械设备
300473.SZ,德尔股份,汽车
300474.SZ,景嘉微,国防军工
300475.SZ,香农芯创,电子
300476.SZ,胜宏科技,电子
300477.SZ,ST合纵,电力设备
300478.SZ,杭州高新,基础化工
300479.SZ,神思电子,计算机
300480.SZ,光力科技,机械设备
300481.SZ,濮阳惠成,电子
300482.SZ,万孚生物,医药生物
300483.SZ,首华燃气,公用事业
300484.SZ,蓝海华腾,机械设备
300485.SZ,赛升药业,医药生物
300486.SZ,东杰智能,机械设备
300487.SZ,蓝晓科技,基础化工
300488.SZ,恒锋工具,机械设备
300489.SZ,光智科技,电子
300490.SZ,华自科技,电力设备
300491.SZ,通合科技,电力设备
300492.SZ,华图山鼎,社会服务
300493.SZ,润欣科技,电子
300494.SZ,盛天网络,传媒
300496.SZ,中科创达,计算机
300497.SZ,富祥股份,医药生物
300498.SZ,温氏股份,农林牧渔
300499.SZ,高澜股份,机械设备
300500.SZ,启迪设计,建筑装饰
300501.SZ,海顺新材,轻工制造
300502.SZ,新易盛,通信
300503.SZ,昊志机电,机械设备
300504.SZ,天邑股份,通信
300505.SZ,川金诺,基础化工
300506.SZ,名家汇,建筑装饰
300507.SZ,苏奥传感,汽车
300508.SZ,维宏股份,计算机
300509.SZ,新美星,机械设备
300510.SZ,金冠股份,电力设备
300511.SZ,雪榕生物,农林牧渔
300512.SZ,中亚股份,机械设备
300513.SZ,恒实科技,通信
300514.SZ,友讯达,电力设备
300515.SZ,三德科技,机械设备
300516.SZ,久之洋,电子
300517.SZ,海波重科,建筑装饰
300518.SZ,新迅达,商贸零售
300519.SZ,新光药业,医药生物
300520.SZ,科大国创,计算机
300521.SZ,爱司凯,机械设备
300522.SZ,世名科技,基础化工
300523.SZ,辰安科技,计算机
300525.SZ,博思软件,计算机
300527.SZ,ST应急,国防军工
300528.SZ,幸福蓝海,传媒
300529.SZ,健帆生物,医药生物
300530.SZ,领湃科技,电力设备
300531.SZ,优博讯,计算机
300532.SZ,今天国际,计算机
300533.SZ,冰川网络,传媒
300534.SZ,陇神戎发,医药生物
300535.SZ,达威股份,基础化工
300536.SZ,农尚环境,计算机
300537.SZ,广信材料,电子
300538.SZ,同益股份,基础化工
300539.SZ,横河精密,基础化工
300540.SZ,蜀道装备,机械设备
300541.SZ,先进数通,计算机
300542.SZ,新晨科技,计算机
300543.SZ,朗科智能,家用电器
300545.SZ,联得装备,电子
300546.SZ,雄帝科技,计算机
300547.SZ,川环科技,汽车
300548.SZ,长芯博创,通信
300549.SZ,优德精密,机械设备
300550.SZ,和仁科技,计算机
300551.SZ,古鳌科技,计算机
300552.SZ,万集科技,计算机
300553.SZ,集智股份,机械设备
300554.SZ,三超新材,机械设备
300555.SZ,ST路通,通信
300556.SZ,丝路视觉,计算机
300557.SZ,理工光科,机械设备
300558.SZ,贝达药业,医药生物
300559.SZ,佳发教育,计算机
300560.SZ,中富通,通信
300561.SZ,汇金科技,计算机
300562.SZ,乐心股份,医药生物
300563.SZ,神宇股份,通信
300564.SZ,筑博设计,建筑装饰
300565.SZ,科信技术,通信
300566.SZ,激智科技,电子
300567.SZ,精测电子,机械设备
300568.SZ,星源材质,电力设备
300569.SZ,天能重工,电力设备
300570.SZ,太辰光,通信
300571.SZ,平治信息,通信
300572.SZ,安车检测,机械设备
300573.SZ,兴齐眼药,医药生物
300575.SZ,中旗股份,基础化工
300576.SZ,容大感光,电子
300577.SZ,开润股份,纺织服饰
300578.SZ,会畅科技,通信
300579.SZ,数字认证,计算机
300580.SZ,贝斯特,汽车
300581.SZ,晨曦航空,国防军工
300582.SZ,英飞特,电子
300583.SZ,赛托生物,医药生物
300584.SZ,海辰药业,医药生物
300585.SZ,奥联电子,汽车
300586.SZ,美联新材,基础化工
300587.SZ,天铁科技,基础化工
300588.SZ,熙菱信息,计算机
300589.SZ,江龙船艇,国防军工
300590.SZ,移为通信,通信
300591.SZ,万里马,纺织服饰
300592.SZ,华凯易佰,商贸零售
300593.SZ,新雷能,电力设备
300594.SZ,ST朗进,机械设备
300595.SZ,欧普康视,医药生物
300596.SZ,利安隆,基础化工
300597.SZ,吉大通信,通信
300598.SZ,诚迈科技,计算机
300599.SZ,雄塑科技,建筑材料
300600.SZ,国瑞科技,国防军工
300601.SZ,康泰生物,医药生物
300602.SZ,飞荣达,电子
300603.SZ,立昂技术,通信
300604.SZ,长川科技,电子
300605.SZ,恒锋信息,计算机
300606.SZ,金太阳,机械设备
300607.SZ,拓斯达,机械设备
300608.SZ,思特奇,计算机
300609.SZ,汇纳科技,计算机
300610.SZ,晨化股份,基础化工
300611.SZ,美力科技,汽车
300612.SZ,宣亚国际,传媒
300613.SZ,富瀚微,电子
300614.SZ,百川畅银,环保
300615.SZ,欣天科技,通信
300616.SZ,尚品宅配,轻工制造
300617.SZ,安靠智电,电力设备
300618.SZ,寒锐钴业,有色金属
300619.SZ,金银河,电力设备
300620.SZ,光库科技,通信
300621.SZ,维业股份,建筑装饰
300622.SZ,博士眼镜,商贸零售
300623.SZ,捷捷微电,电子
300624.SZ,万兴科技,计算机
300625.SZ,三雄极光,家用电器
300626.SZ,华瑞股份,电力设备
300627.SZ,华测导航,通信
300628.SZ,亿联网络,通信
300629.SZ,新劲刚,国防军工
300631.SZ,久吾高科,环保
300632.SZ,光莆股份,电子
300633.SZ,开立医疗,医药生物
300634.SZ,彩讯股份,计算机
300635.SZ,中达安,建筑装饰
300636.SZ,同和药业,医药生物
300637.SZ,扬帆新材,基础化工
300638.SZ,广和通,通信
300639.SZ,凯普生物,医药生物
300640.SZ,德艺文创,轻工制造
300641.SZ,正丹股份,基础化工
300642.SZ,透景生命,医药生物
300643.SZ,万通智控,汽车
300644.SZ,南京聚隆,基础化工
300645.SZ,正元智慧,计算机
300647.SZ,超频三,电子
300648.SZ,星云股份,电力设备
300649.SZ,杭州园林,建筑装饰
300650.SZ,太龙股份,电子
300651.SZ,金陵体育,轻工制造
300652.SZ,雷迪克,汽车
300653.SZ,正海生物,医药生物
300654.SZ,世纪天鸿,传媒
300655.SZ,晶瑞电材,电子
300656.SZ,民德电子,电子
300657.SZ,弘信电子,电子
300658.SZ,延江股份,美容护理
300659.SZ,中孚信息,计算机
300660.SZ,江苏雷利,电力设备
300661.SZ,圣邦股份,电子
300662.SZ,科锐国际,社会服务
300663.SZ,科蓝软件,计算机
300664.SZ,鹏鹞环保,环保
300665.SZ,飞鹿股份,基础化工
300666.SZ,江丰电子,电子
300667.SZ,必创科技,机械设备
300668.SZ,杰恩股份,建筑装饰
300669.SZ,沪宁股份,机械设备
300670.SZ,大烨智能,电力设备
300671.SZ,富满微,电子
300672.SZ,国科微,电子
300673.SZ,佩蒂股份,农林牧渔
300674.SZ,宇信科技,计算机
300675.SZ,建科院,建筑装饰
300676.SZ,华大基因,医药生物
300677.SZ,英科医疗,医药生物
300678.SZ,中科信息,计算机
300679.SZ,电连技术,电子
300680.SZ,隆盛科技,汽车
300681.SZ,英搏尔,汽车
300682.SZ,朗新科技,计算机
300683.SZ,海特生物,医药生物
300684.SZ,中石科技,电子
300685.SZ,艾德生物,医药生物
300686.SZ,智动力,电子
300687.SZ,赛意信息,计算机
300688.SZ,创业黑马,社会服务
300689.SZ,澄天伟业,通信
300690.SZ,双一科技,电力设备
300691.SZ,联合光电,计算机
300692.SZ,中赋科技,环保
300693.SZ,盛弘股份,电力设备
300694.SZ,蠡湖股份,汽车
300695.SZ,兆丰股份,汽车
300696.SZ,爱乐达,国防军工
300697.SZ,电工合金,有色金属
300698.SZ,万马科技,通信
300699.SZ,光威复材,国防军工
300700.SZ,岱勒新材,机械设备
300701.SZ,森霸传感,电子
300702.SZ,天宇股份,医药生物
300703.SZ,创源股份,轻工制造
300705.SZ,九典制药,医药生物
300706.SZ,阿石创,电子
300707.SZ,威唐工业,汽车
300708.SZ,聚灿光电,电子
300709.SZ,精研科技,电子
300710.SZ,万隆光电,通信
300711.SZ,广哈通信,通信
300712.SZ,永福股份,建筑装饰
300713.SZ,英可瑞,电力设备
300715.SZ,凯伦股份,建筑材料
300716.SZ,*ST泉为,电力设备
300717.SZ,华信新材,基础化工
300718.SZ,长盛轴承,机械设备
300719.SZ,安达维尔,国防军工
300720.SZ,海川智能,机械设备
300721.SZ,怡达股份,基础化工
300722.SZ,新余国科,国防军工
300723.SZ,一品红,医药生物
300724.SZ,捷佳伟创,电力设备
300725.SZ,药石科技,医药生物
300726.SZ,宏达电子,国防军工
300727.SZ,润禾材料,基础化工
300729.SZ,乐歌股份,轻工制造
300730.SZ,科创信息,计算机
300731.SZ,科创新源,基础化工
300732.SZ,设研院,建筑装饰
300733.SZ,西菱动力,汽车
300735.SZ,光弘科技,电子
300736.SZ,百邦科技,电子
300737.SZ,科顺股份,建筑材料
300738.SZ,奥飞数据,通信
300739.SZ,明阳电路,电子
300740.SZ,水羊股份,美容护理
300741.SZ,华宝股份,基础化工
300743.SZ,天地数码,计算机
300745.SZ,欣锐科技,汽车
300746.SZ,汉嘉数智,建筑装饰
300747.SZ,锐科激光,机械设备
300748.SZ,金力永磁,有色金属
300749.SZ,顶固集创,轻工制造
300750.SZ,宁德时代,电力设备
300751.SZ,迈为股份,电力设备
300752.SZ,隆利科技,电子
300753.SZ,爱朋医疗,医药生物
300755.SZ,华致酒行,商贸零售
300756.SZ,金马游乐,机械设备
300757.SZ,罗博特科,机械设备
300758.SZ,七彩化学,基础化工
300759.SZ,康龙化成,医药生物
300760.SZ,迈瑞医疗,医药生物
300761.SZ,立华股份,农林牧渔
300762.SZ,上海瀚讯,国防军工
300763.SZ,锦浪科技,电力设备
300765.SZ,石药创新,医药生物
300766.SZ,每日互动,计算机
300767.SZ,震安科技,基础化工
300768.SZ,迪普科技,计算机
300769.SZ,德方纳米,电力设备
300770.SZ,新媒股份,传媒
300771.SZ,智莱科技,计算机
300772.SZ,运达股份,电力设备
300773.SZ,拉卡拉,非银金融
300774.SZ,倍杰特,环保
300775.SZ,三角防务,国防军工
300776.SZ,帝尔激光,电力设备
300777.SZ,中简科技,国防军工
300778.SZ,新城市,建筑装饰
300779.SZ,惠城环保,环保
300780.SZ,德恩精工,机械设备
300781.SZ,因赛集团,传媒
300782.SZ,卓胜微,电子
300783.SZ,三只松鼠,食品饮料
300784.SZ,利安科技,电子
300785.SZ,值得买,传媒
300786.SZ,国林科技,环保
300787.SZ,海能实业,电子
300788.SZ,中信出版,传媒
300789.SZ,唐源电气,计算机
300790.SZ,宇瞳光学,计算机
300791.SZ,仙乐健康,食品饮料
300792.SZ,壹网壹创,商贸零售
300793.SZ,佳禾智能,电子
300795.SZ,米奥会展,社会服务
300796.SZ,贝斯美,基础化工
300797.SZ,钢研纳克,社会服务
300798.SZ,锦鸡股份,基础化工
300800.SZ,力合科技,环保
300801.SZ,泰和科技,基础化工
300802.SZ,矩子科技,机械设备
300803.SZ,指南针,计算机
300804.SZ,广康生化,基础化工
300805.SZ,电声股份,传媒
300806.SZ,斯迪克,基础化工
300807.SZ,天迈科技,计算机
300808.SZ,久量股份,电子
300809.SZ,华辰装备,机械设备
300810.SZ,中科海讯,国防军工
300811.SZ,铂科新材,有色金属
300812.SZ,易天股份,电子
300813.SZ,泰林生物,机械设备
300814.SZ,中富电路,电子
300815.SZ,玉禾田,环保
300816.SZ,艾可蓝,汽车
300817.SZ,双飞集团,机械设备
300818.SZ,耐普矿机,机械设备
300819.SZ,聚杰微纤,纺织服饰
300820.SZ,英杰电气,电力设备
300821.SZ,东岳硅材,基础化工
300822.SZ,贝仕达克,电子
300823.SZ,建科智能,机械设备
300824.SZ,北鼎股份,家用电器
300825.SZ,阿尔特,汽车
300826.SZ,测绘股份,建筑装饰
300827.SZ,上能电气,电力设备
300828.SZ,锐新科技,机械设备
300829.SZ,金丹科技,基础化工
300830.SZ,金现代,计算机
300831.SZ,ST派瑞,电子
300832.SZ,新产业,医药生物
300833.SZ,浩洋股份,机械设备
300834.SZ,星辉环材,基础化工
300835.SZ,龙磁科技,有色金属
300836.SZ,佰奥智能,机械设备
300837.SZ,浙矿股份,机械设备
300838.SZ,浙江力诺,机械设备
300839.SZ,博汇股份,石油石化
300840.SZ,酷特智能,纺织服饰
300841.SZ,康华生物,医药生物
300842.SZ,帝科股份,电力设备
300843.SZ,胜蓝股份,电子
300844.SZ,山水比德,建筑装饰
300845.SZ,捷安高科,计算机
300846.SZ,首都在线,计算机
300847.SZ,中船汉光,计算机
300848.SZ,美瑞新材,基础化工
300849.SZ,锦盛新材,美容护理
300850.SZ,新强联,电力设备
300851.SZ,交大思诺,机械设备
300852.SZ,四会富仕,电子
300853.SZ,申昊科技,电力设备
300854.SZ,中兰环保,环保
300855.SZ,图南股份,有色金属
300856.SZ,科思股份,美容护理
300857.SZ,协创数据,电子
300858.SZ,科拓生物,基础化工
300859.SZ,西域旅游,社会服务
300860.SZ,锋尚文化,社会服务
300861.SZ,美畅股份,机械设备
300862.SZ,蓝盾光电,机械设备
300863.SZ,卡倍亿,汽车
300864.SZ,南大环境,环保
300865.SZ,大宏立,机械设备
300866.SZ,安克创新,电子
300867.SZ,圣元环保,环保
300868.SZ,杰美特,电子
300869.SZ,康泰医学,医药生物
300870.SZ,欧陆通,电力设备
300871.SZ,回盛生物,农林牧渔
300872.SZ,天阳科技,计算机
300873.SZ,海晨股份,交通运输
300875.SZ,捷强装备,国防军工
300876.SZ,蒙泰高新,基础化工
300877.SZ,金春股份,纺织服饰
300878.SZ,维康药业,医药生物
300879.SZ,大叶股份,机械设备
300880.SZ,迦南智能,电力设备
300881.SZ,盛德鑫泰,钢铁
300882.SZ,万胜智能,电力设备
300883.SZ,龙利得,轻工制造
300884.SZ,狄耐克,计算机
300885.SZ,海昌新材,机械设备
300886.SZ,华业香料,基础化工
300887.SZ,谱尼测试,社会服务
300888.SZ,稳健医疗,美容护理
300889.SZ,爱克股份,电子
300890.SZ,翔丰华,电力设备
300891.SZ,惠云钛业,基础化工
300892.SZ,品渥食品,食品饮料
300893.SZ,松原安全,汽车
300894.SZ,火星人,家用电器
300895.SZ,铜牛信息,计算机
300896.SZ,爱美客,美容护理
300897.SZ,山科智能,机械设备
300898.SZ,熊猫乳品,食品饮料
300899.SZ,上海凯鑫,环保
300900.SZ,广联航空,国防军工
300901.SZ,中胤时尚,纺织服饰
300902.SZ,国安达,机械设备
300903.SZ,科翔股份,电子
300904.SZ,威力传动,电力设备
300905.SZ,宝丽迪,基础化工
300906.SZ,日月明,机械设备
300907.SZ,康平科技,电力设备
300908.SZ,仲景食品,食品饮料
300909.SZ,汇创达,电子
300910.SZ,瑞丰新材,基础化工
300911.SZ,亿田智能,家用电器
300912.SZ,凯龙高科,汽车
300913.SZ,兆龙互连,通信
300915.SZ,海融科技,食品饮料
300916.SZ,朗特智能,电子
300917.SZ,特发服务,房地产
300918.SZ,南山智尚,纺织服饰
300919.SZ,中伟新材,电力设备
300920.SZ,润阳科技,基础化工
