code_gildata,name,wind_sw_l1
603126.SH,中材节能,环保
603127.SH,昭衍新药,医药生物
603128.SH,华贸物流,交通运输
603129.SH,春风动力,汽车
603130.SH,云中马,纺织服饰
603131.SH,上海沪工,机械设备
603132.SH,金徽股份,有色金属
603135.SH,中重科技,机械设备
603136.SH,天目湖,社会服务
603137.SH,恒尚节能,建筑装饰
603138.SH,海量数据,计算机
603139.SH,康惠股份,医药生物
603150.SH,万朗磁塑,基础化工
603151.SH,邦基科技,农林牧渔
603153.SH,上海建科,建筑装饰
603155.SH,新亚强,基础化工
603156.SH,养元饮品,食品饮料
603158.SH,腾龙股份,汽车
603159.SH,上海亚虹,机械设备
603160.SH,汇顶科技,电子
603161.SH,科华控股,汽车
603162.SH,海通发展,交通运输
603163.SH,圣晖集成,建筑装饰
603165.SH,荣晟环保,轻工制造
603166.SH,福达股份,汽车
603167.SH,渤海轮渡,交通运输
603168.SH,莎普爱思,医药生物
603169.SH,兰石重装,机械设备
603170.SH,宝立食品,食品饮料
603171.SH,税友股份,计算机
603172.SH,万丰股份,基础化工
603173.SH,福斯达,机械设备
603175.SH,超颖电子,电子
603176.SH,汇通集团,建筑装饰
603177.SH,德创环保,环保
603178.SH,圣龙股份,汽车
603179.SH,新泉股份,汽车
603180.SH,金牌家居,轻工制造
603181.SH,皇马科技,基础化工
603182.SH,嘉华股份,农林牧渔
603183.SH,建研院,社会服务
603185.SH,弘元绿能,电力设备
603186.SH,华正新材,电子
603187.SH,海容冷链,机械设备
603188.SH,亚邦股份,基础化工
603189.SH,*ST网达,计算机
603190.SH,亚通精工,汽车
603191.SH,望变电气,电力设备
603192.SH,汇得科技,基础化工
603193.SH,润本股份,美容护理
603194.SH,中力股份,机械设备
603195.SH,公牛集团,轻工制造
603196.SH,璞源材料,纺织服饰
603197.SH,保隆科技,汽车
603198.SH,迎驾贡酒,食品饮料
603199.SH,九华旅游,社会服务
603200.SH,上海洗霸,环保
603201.SH,常润股份,汽车
603202.SH,天有为,汽车
603203.SH,快克智能,机械设备
603205.SH,健尔康,医药生物
603206.SH,嘉环科技,通信
603207.SH,小方制药,医药生物
603208.SH,江山欧派,轻工制造
603209.SH,兴通股份,交通运输
603210.SH,泰鸿万立,汽车
603211.SH,晋拓股份,汽车
603212.SH,赛伍技术,电力设备
603213.SH,镇洋发展,基础化工
603214.SH,爱婴室,商贸零售
603215.SH,比依股份,家用电器
603216.SH,梦天家居,轻工制造
603217.SH,元利科技,基础化工
603218.SH,日月股份,电力设备
603219.SH,富佳股份,家用电器
603220.SH,中贝通信,通信
603221.SH,爱丽家居,轻工制造
603222.SH,济民健康,医药生物
603223.SH,恒通股份,石油石化
603225.SH,新凤鸣,基础化工
603226.SH,菲林格尔,轻工制造
603227.SH,雪峰科技,基础化工
603228.SH,景旺电子,电子
603229.SH,奥翔药业,医药生物
603230.SH,内蒙新华,传媒
603231.SH,索宝蛋白,农林牧渔
603232.SH,格尔软件,计算机
603233.SH,大参林,医药生物
603235.SH,天新药业,基础化工
603236.SH,移远通信,通信
603237.SH,五芳斋,食品饮料
603238.SH,诺邦股份,纺织服饰
603239.SH,浙江仙通,汽车
603248.SH,锡华科技,电力设备
603255.SH,鼎际得,基础化工
603256.SH,宏和科技,建筑材料
603257.SH,中国瑞林,建筑装饰
603258.SH,电魂网络,传媒
603259.SH,药明康德,医药生物
603260.SH,合盛硅业,基础化工
603261.SH,立航科技,国防军工
603262.SH,技源集团,食品饮料
603266.SH,天龙股份,汽车
603267.SH,鸿远电子,国防军工
603268.SH,松发股份,国防军工
603269.SH,海鸥股份,机械设备
603270.SH,金帝股份,机械设备
603271.SH,永杰新材,有色金属
603272.SH,*ST联翔,轻工制造
603273.SH,天元智能,机械设备
603275.SH,众辰科技,机械设备
603276.SH,恒兴新材,基础化工
603277.SH,银都股份,机械设备
603278.SH,大业股份,机械设备
603279.SH,景津装备,机械设备
603280.SH,南方路机,机械设备
603281.SH,江瀚新材,基础化工
603282.SH,亚光股份,环保
603283.SH,赛腾股份,机械设备
603284.SH,林平发展,轻工制造
603285.SH,键邦股份,基础化工
603286.SH,日盈电子,汽车
603288.SH,海天味业,食品饮料
603289.SH,泰瑞机器,机械设备
603290.SH,斯达半导,电子
603291.SH,联合水务,环保
603293.SH,埃泰克,汽车
603296.SH,华勤技术,电子
603297.SH,永新光学,电子
603298.SH,杭叉集团,机械设备
603299.SH,苏盐井神,基础化工
603300.SH,海南华铁,非银金融
603301.SH,振德医疗,医药生物
603303.SH,得邦照明,家用电器
603305.SH,旭升集团,汽车
603306.SH,华懋科技,汽车
603307.SH,扬州金泉,纺织服饰
603308.SH,应流股份,机械设备
603309.SH,维力医疗,医药生物
603310.SH,巍华新材,基础化工
603311.SH,金海高科,家用电器
603312.SH,西典新能,电力设备
603313.SH,梦百合,轻工制造
603315.SH,福鞍股份,环保
603316.SH,诚邦股份,电子
603317.SH,天味食品,食品饮料
603318.SH,水发燃气,公用事业
603319.SH,美湖股份,汽车
603320.SH,迪贝电气,电力设备
603321.SH,梅轮电梯,机械设备
603322.SH,超讯科技,通信
603323.SH,苏农银行,银行
603324.SH,盛剑科技,环保
603325.SH,博隆技术,机械设备
603326.SH,我乐家居,轻工制造
603327.SH,福蓉科技,电子
603328.SH,依顿电子,电子
603329.SH,上海雅仕,交通运输
603330.SH,天洋新材,基础化工
603331.SH,百达精工,机械设备
603332.SH,苏州龙杰,基础化工
603333.SH,福华尚纬,电力设备
603334.SH,丰倍生物,基础化工
603335.SH,迪生力,汽车
603336.SH,宏辉果蔬,农林牧渔
603337.SH,杰克科技,机械设备
603338.SH,浙江鼎力,机械设备
603339.SH,四方科技,机械设备
603341.SH,龙旗科技,电子
603344.SH,星德胜,电力设备
603345.SH,安井食品,食品饮料
603348.SH,文灿股份,汽车
603350.SH,安乃达,电力设备
603351.SH,威尔药业,医药生物
603352.SH,至信股份,汽车
603353.SH,和顺石油,石油石化
603355.SH,莱克电气,家用电器
603356.SH,华菱精工,机械设备
603357.SH,设计总院,建筑装饰
603358.SH,华达科技,汽车
603359.SH,*ST东珠,建筑装饰
603360.SH,百傲化学,基础化工
603363.SH,傲农生物,农林牧渔
603365.SH,水星家纺,纺织服饰
603366.SH,日出东方,家用电器
603367.SH,辰欣药业,医药生物
603368.SH,柳药集团,医药生物
603369.SH,今世缘,食品饮料
603370.SH,华新精科,电力设备
603373.SH,安邦护卫,社会服务
603375.SH,盛景微,电子
603376.SH,大明电子,汽车
603377.SH,ST东时,社会服务
603378.SH,*ST亚士,建筑材料
603379.SH,三美股份,基础化工
603380.SH,易德龙,电子
603381.SH,永臻股份,电力设备
603382.SH,海阳科技,基础化工
603383.SH,顶点软件,计算机
603385.SH,惠达卫浴,轻工制造
603386.SH,骏亚科技,电子
603387.SH,基蛋生物,医药生物
603388.SH,*ST元成(退市),建筑装饰
603389.SH,亚振家居,轻工制造
603390.SH,通达电气,汽车
603391.SH,力聚热能,机械设备
603392.SH,万泰生物,医药生物
603393.SH,新天然气,公用事业
603395.SH,红四方,基础化工
603396.SH,金辰股份,电力设备
603398.SH,*ST沐邦,电力设备
603399.SH,永杉锂业,有色金属
603400.SH,华之杰,机械设备
603402.SH,陕西旅游,社会服务
603406.SH,天富龙,基础化工
603407.SH,长裕集团,有色金属
603408.SH,建霖家居,轻工制造
603409.SH,汇通控股,汽车
603416.SH,信捷电气,机械设备
603418.SH,友升股份,汽车
603421.SH,鼎信通讯,通信
603429.SH,*ST集友,轻工制造
603435.SH,嘉德利,基础化工
603439.SH,三力制药,医药生物
603444.SH,吉比特,传媒
603448.SH,天博智能,汽车
603456.SH,九洲药业,医药生物
603458.SH,勘设股份,建筑装饰
603459.SH,红板科技,电子
603466.SH,风语筑,传媒
603468.SH,津富士达,汽车
603477.SH,巨星农牧,农林牧渔
603486.SH,科沃斯,家用电器
603488.SH,展鹏科技,机械设备
603489.SH,八方股份,电力设备
603496.SH,恒为科技,计算机
603499.SH,翔港科技,轻工制造
603500.SH,祥和实业,机械设备
603501.SH,豪威集团,电子
603505.SH,金石资源,基础化工
603506.SH,南都物业,房地产
603507.SH,振江股份,电力设备
603508.SH,思维列控,计算机
603511.SH,爱慕股份,纺织服饰
603515.SH,欧普照明,家用电器
603516.SH,淳中科技,计算机
603517.SH,ST绝味,食品饮料
603518.SH,锦泓集团,纺织服饰
603519.SH,立霸股份,家用电器
603520.SH,司太立,医药生物
603527.SH,众源新材,有色金属
603528.SH,多伦科技,计算机
603529.SH,爱玛科技,汽车
603530.SH,神马电力,电力设备
603533.SH,掌阅科技,传媒
603535.SH,嘉诚国际,交通运输
603536.SH,惠发食品,食品饮料
603538.SH,美诺华,医药生物
603551.SH,奥普科技,家用电器
603556.SH,海兴电力,电力设备
603557.SH,*ST起步,纺织服饰
603558.SH,健盛集团,纺织服饰
603559.SH,中通国脉,通信
603565.SH,中谷物流,交通运输
603566.SH,普莱柯,农林牧渔
603567.SH,珍宝岛,医药生物
603568.SH,伟明环保,环保
603569.SH,长久物流,交通运输
603577.SH,汇金通,电力设备
603578.SH,三星新材,家用电器
603579.SH,荣泰健康,家用电器
603580.SH,艾艾精工,基础化工
603583.SH,捷昌驱动,机械设备
603585.SH,苏利股份,基础化工
603586.SH,金麒麟,汽车
603587.SH,地素时尚,纺织服饰
603588.SH,高能环境,环保
603589.SH,口子窖,食品饮料
603590.SH,康辰药业,医药生物
603595.SH,ST东尼,电子
603596.SH,伯特利,汽车
603598.SH,引力传媒,传媒
603599.SH,广信股份,基础化工
603600.SH,永艺股份,轻工制造
603601.SH,再升科技,建筑材料
603602.SH,纵横通信,传媒
603605.SH,珀莱雅,美容护理
603606.SH,东方电缆,电力设备
603607.SH,京华激光,轻工制造
603608.SH,天创时尚,纺织服饰
603609.SH,禾丰股份,农林牧渔
603610.SH,麒盛科技,轻工制造
603611.SH,诺力股份,机械设备
603612.SH,索通发展,基础化工
603613.SH,国联股份,商贸零售
603615.SH,茶花股份,轻工制造
603616.SH,韩建河山,建筑材料
603617.SH,君禾股份,机械设备
603618.SH,杭电股份,电力设备
603619.SH,中曼石油,石油石化
603626.SH,科森科技,电子
603628.SH,清源股份,电力设备
603629.SH,利通电子,电子
603630.SH,拉芳家化,美容护理
603633.SH,徕木股份,电子
603636.SH,南威软件,计算机
603637.SH,镇海股份,建筑装饰
603638.SH,艾迪精密,机械设备
603639.SH,海利尔,基础化工
603648.SH,畅联股份,交通运输
603650.SH,彤程新材,基础化工
603655.SH,朗博科技,汽车
603656.SH,泰禾智能,机械设备
603657.SH,春光科技,家用电器
603658.SH,安图生物,医药生物
603659.SH,璞泰来,电力设备
603660.SH,苏州科达,计算机
603661.SH,恒林股份,轻工制造
603662.SH,柯力传感,机械设备
603663.SH,三祥新材,基础化工
603665.SH,康隆达,纺织服饰
603666.SH,亿嘉和,机械设备
603667.SH,五洲新春,机械设备
603668.SH,天马科技,农林牧渔
603669.SH,灵康药业,医药生物
603676.SH,卫信康,医药生物
603677.SH,奇精机械,家用电器
603678.SH,火炬电子,国防军工
603679.SH,华体科技,电子
603680.SH,今创集团,机械设备
603681.SH,永冠新材,基础化工
603682.SH,锦和商管,商贸零售
603683.SH,晶华新材,基础化工
603685.SH,晨丰科技,电子
603686.SH,福龙马,环保
603687.SH,大胜达,轻工制造
603688.SH,石英股份,基础化工
603689.SH,皖天然气,公用事业
603690.SH,至纯科技,电子
603693.SH,江苏新能,公用事业
603696.SH,安记食品,食品饮料
603697.SH,有友食品,食品饮料
603698.SH,航天工程,机械设备
603699.SH,纽威股份,机械设备
603700.SH,宁水集团,机械设备
603701.SH,德宏股份,汽车
603703.SH,盛洋科技,电子
603706.SH,东方环宇,公用事业
603707.SH,健友股份,医药生物
603708.SH,家家悦,商贸零售
603709.SH,中源家居,轻工制造
603711.SH,香飘飘,食品饮料
603712.SH,七一二,国防军工
603713.SH,密尔克卫,交通运输
603716.SH,塞力医疗,医药生物
603717.SH,天域生物,农林牧渔
603718.SH,*ST海利,医药生物
603719.SH,良品铺子,食品饮料
603721.SH,中广天择,传媒
603722.SH,阿科力,基础化工
603725.SH,天安新材,轻工制造
603726.SH,朗迪集团,家用电器
603727.SH,博迈科,石油石化
603728.SH,鸣志电器,电力设备
603729.SH,ST龙韵,传媒
603730.SH,岱美股份,汽车
603733.SH,仙鹤股份,轻工制造
603737.SH,三棵树,建筑材料
603738.SH,泰晶科技,电子
603739.SH,蔚蓝生物,基础化工
603755.SH,日辰股份,食品饮料
603757.SH,大元泵业,机械设备
603758.SH,秦安股份,汽车
603759.SH,海天股份,环保
603766.SH,隆鑫通用,汽车
603767.SH,中马传动,汽车
603768.SH,常青股份,汽车
603773.SH,沃格光电,电子
603776.SH,永安行,汽车
603777.SH,来伊份,食品饮料
603778.SH,国晟科技,电力设备
603779.SH,威龙股份,食品饮料
603786.SH,科博达,汽车
603787.SH,新日股份,汽车
603788.SH,宁波高发,汽车
603789.SH,ST星农,机械设备
603790.SH,雅运股份,基础化工
603797.SH,联泰环保,环保
603798.SH,康普顿,石油石化
603799.SH,华友钴业,有色金属
603800.SH,洪田股份,机械设备
603801.SH,志邦家居,轻工制造
603803.SH,瑞斯康达,通信
603806.SH,福斯特,电力设备
603808.SH,歌力思,纺织服饰
603809.SH,豪能股份,汽车
603810.SH,丰山集团,基础化工
603811.SH,诚意药业,医药生物
603813.SH,原尚股份,交通运输
603815.SH,交建股份,建筑装饰
603816.SH,顾家家居,轻工制造
603817.SH,海峡环保,环保
603818.SH,曲美家居,轻工制造
603819.SH,神力股份,电力设备
603822.SH,ST嘉澳,基础化工
603823.SH,百合花,基础化工
603825.SH,ST华扬,传媒
603826.SH,坤彩科技,基础化工
603828.SH,*ST利达,建筑装饰
603829.SH,洛凯股份,电力设备
603833.SH,欧派家居,轻工制造
603836.SH,海程邦达,交通运输
603838.SH,*ST四通,轻工制造
603839.SH,安正时尚,纺织服饰
603843.SH,*ST正平,建筑装饰
603848.SH,好太太,轻工制造
603855.SH,华荣股份,机械设备
603856.SH,东宏股份,建筑材料
603858.SH,步长制药,医药生物
603859.SH,能科科技,计算机
603860.SH,中公高科,建筑装饰
603861.SH,白云电器,电力设备
603863.SH,松炀资源,轻工制造
603866.SH,桃李面包,食品饮料
603867.SH,新化股份,基础化工
603868.SH,飞科电器,家用电器
603869.SH,ST智知,计算机
603871.SH,嘉友国际,交通运输
603876.SH,鼎胜新材,有色金属
603877.SH,太平鸟,纺织服饰
603878.SH,武进不锈,钢铁
603879.SH,永悦科技,基础化工
603880.SH,南卫股份,医药生物
603881.SH,数据港,通信
603882.SH,金域医学,医药生物
603883.SH,老百姓,医药生物
603885.SH,吉祥航空,交通运输
603886.SH,元祖股份,食品饮料
603887.SH,城地香江,计算机
603888.SH,新华网,传媒
603889.SH,新澳股份,纺织服饰
603890.SH,春秋电子,电子
603893.SH,瑞芯微,电子
603895.SH,天永智能,机械设备
603896.SH,寿仙谷,医药生物
603897.SH,长城科技,电力设备
603898.SH,好莱客,轻工制造
603899.SH,晨光股份,轻工制造
603900.SH,莱绅通灵,纺织服饰
603901.SH,永创智能,机械设备
603903.SH,中持股份,环保
603906.SH,龙蟠科技,电力设备
603908.SH,牧高笛,纺织服饰
603909.SH,建发合诚,建筑装饰
603912.SH,佳力图,机械设备
603915.SH,国茂股份,机械设备
603916.SH,苏博特,基础化工
603917.SH,合力科技,汽车
603918.SH,金桥信息,计算机
603919.SH,金徽酒,食品饮料
603920.SH,世运电路,电子
603922.SH,ST金鸿顺,汽车
603926.SH,铁流股份,汽车
603927.SH,中科软,计算机
603928.SH,兴业股份,基础化工
603929.SH,亚翔集成,建筑装饰
603931.SH,格林达,电子
603933.SH,睿能科技,电子
603936.SH,博敏电子,电子
603937.SH,丽岛新材,有色金属
603938.SH,三孚股份,基础化工
603939.SH,益丰药房,医药生物
603948.SH,建业股份,基础化工
603949.SH,雪龙集团,汽车
603950.SH,长源东谷,汽车
603955.SH,大千生态,建筑装饰
603956.SH,威派格,机械设备
603958.SH,哈森股份,纺织服饰
603959.SH,ST百利,建筑装饰
603960.SH,克来机电,汽车
603966.SH,法兰泰克,机械设备
603967.SH,中创物流,交通运输
603968.SH,醋化股份,基础化工
603969.SH,银龙股份,机械设备
603970.SH,中农立华,基础化工
603976.SH,正川股份,医药生物
603977.SH,国泰集团,基础化工
603978.SH,深圳新星,有色金属
603979.SH,金诚信,有色金属
603980.SH,吉华集团,基础化工
603982.SH,泉峰汽车,汽车
603983.SH,丸美生物,美容护理
603985.SH,恒润股份,电力设备
603986.SH,兆易创新,电子
603987.SH,康德莱,医药生物
603988.SH,中电电机,电力设备
603989.SH,艾华集团,电子
603990.SH,麦迪科技,计算机
603991.SH,领先股份,电子
603992.SH,松霖科技,轻工制造
603993.SH,洛阳钼业,有色金属
603995.SH,甬金股份,钢铁
603997.SH,继峰股份,汽车
603998.SH,方盛制药,医药生物
603999.SH,读者传媒,传媒
605001.SH,威奥股份,机械设备
605003.SH,众望布艺,纺织服饰
605005.SH,合兴股份,汽车
605006.SH,山东玻纤,建筑材料
605007.SH,五洲特纸,轻工制造
605008.SH,长鸿高科,基础化工
605009.SH,豪悦护理,美容护理
605011.SH,杭州热电,公用事业
605016.SH,百龙创园,基础化工
605018.SH,长华集团,汽车
605020.SH,永和股份,基础化工
605028.SH,世茂能源,公用事业
605033.SH,美邦股份,基础化工
605050.SH,福然德,交通运输
605055.SH,迎丰股份,纺织服饰
605056.SH,咸亨国际,机械设备
605058.SH,澳弘电子,电子
605060.SH,联德股份,机械设备
605066.SH,天正电气,电力设备
605068.SH,明新旭腾,汽车
605069.SH,正和生态,环保
605077.SH,华康股份,基础化工
605080.SH,浙江自然,轻工制造
605081.SH,退市太和(退市),环保
605086.SH,龙高股份,基础化工
605088.SH,冠盛股份,汽车
605089.SH,味知香,食品饮料
605090.SH,九丰能源,公用事业
605098.SH,行动教育,社会服务
605099.SH,共创草坪,轻工制造
605100.SH,华丰股份,机械设备
605108.SH,同庆楼,社会服务
605111.SH,新洁能,电子
605116.SH,奥锐特,医药生物
605117.SH,德业股份,电力设备
605118.SH,力鼎光电,计算机
605122.SH,四方新材,建筑材料
605123.SH,派克新材,国防军工
605128.SH,上海沿浦,汽车
605133.SH,嵘泰股份,汽车
605136.SH,丽人丽妆,商贸零售
605138.SH,盛泰集团,纺织服饰
605151.SH,西上海,汽车
605155.SH,西大门,轻工制造
605158.SH,华达新材,有色金属
605162.SH,新中港,公用事业
605166.SH,聚合顺,基础化工
605167.SH,利柏特,建筑装饰
605168.SH,三人行,传媒
605169.SH,洪通燃气,公用事业
605177.SH,东亚药业,医药生物
605178.SH,时空科技,建筑装饰
605179.SH,一鸣食品,食品饮料
605180.SH,华生科技,纺织服饰
605183.SH,确成股份,基础化工
605186.SH,健麾信息,机械设备
605188.SH,国光连锁,商贸零售
605189.SH,富春染织,纺织服饰
605196.SH,华通线缆,电力设备
605198.SH,安德利,农林牧渔
605199.SH,ST葫芦娃,医药生物
605208.SH,永茂泰,有色金属
605218.SH,伟时电子,电子
605222.SH,起帆电缆,电力设备
605228.SH,神通科技,汽车
605255.SH,天普股份,汽车
605258.SH,协和电子,电子
605259.SH,绿田机械,机械设备
605266.SH,健之佳,医药生物
605268.SH,王力安防,轻工制造
605277.SH,新亚电子,电子
605286.SH,同力天启,机械设备
605287.SH,德才股份,建筑装饰
605288.SH,凯迪股份,机械设备
605289.SH,罗曼股份,建筑装饰
605296.SH,神农集团,农林牧渔
605298.SH,必得科技,机械设备
605299.SH,舒华体育,轻工制造
605300.SH,佳禾食品,食品饮料
605303.SH,园林股份,建筑装饰
605305.SH,中际联合,机械设备
605318.SH,法狮龙,建筑材料
605319.SH,无锡振华,汽车
605333.SH,沪光股份,汽车
605336.SH,*ST帅电,家用电器
605337.SH,李子园,食品饮料
605338.SH,巴比食品,食品饮料
605339.SH,南侨食品,食品饮料
605358.SH,立昂微,电子
605365.SH,立达信,家用电器
605366.SH,宏柏新材,基础化工
605368.SH,蓝天燃气,公用事业
605369.SH,拱东医疗,医药生物
605376.SH,博迁新材,有色金属
605377.SH,华旺科技,轻工制造
605378.SH,野马电池,电力设备
605388.SH,均瑶健康,食品饮料
605389.SH,长龄液压,机械设备
605398.SH,新炬网络,计算机
605399.SH,晨光新材,基础化工
605488.SH,福莱新材,基础化工
605499.SH,东鹏饮料,食品饮料
605500.SH,森林包装,轻工制造
605507.SH,国邦医药,医药生物
605555.SH,德昌股份,家用电器
605566.SH,福莱蒽特,基础化工
605567.SH,春雪食品,食品饮料
605577.SH,龙版传媒,传媒
605580.SH,恒盛能源,公用事业
605588.SH,冠石科技,电子
605589.SH,圣泉集团,基础化工
605598.SH,上海港湾,建筑装饰
605599.SH,菜百股份,纺织服饰
688001.SH,华兴源创,机械设备
688002.SH,睿创微纳,电子
688003.SH,天准科技,机械设备
688004.SH,博汇科技,计算机
688005.SH,容百科技,电力设备
688006.SH,杭可科技,电力设备
688007.SH,光峰科技,电子
688008.SH,澜起科技,电子
688009.SH,中国通号,机械设备
688010.SH,福光股份,电子
688011.SH,新光光电,国防军工
688012.SH,中微公司,电子
688013.SH,天臣医疗,医药生物
688015.SH,交控科技,机械设备
688016.SH,心脉医疗,医药生物
688017.SH,绿的谐波,机械设备
688018.SH,乐鑫科技,电子
688019.SH,安集科技,电子
688020.SH,方邦股份,电子
688021.SH,奥福科技,汽车
688022.SH,ST瀚川,机械设备
688023.SH,安恒信息,计算机
688025.SH,杰普特,机械设备
688026.SH,洁特生物,医药生物
688027.SH,国盾量子,通信
688028.SH,沃尔德,机械设备
688029.SH,南微医学,医药生物
688030.SH,山石网科,计算机
688031.SH,星环科技-U,计算机
688032.SH,禾迈股份,电力设备
688033.SH,*ST天宜,机械设备
688035.SH,德邦科技,电子
688036.SH,传音控股,电子
688037.SH,芯源微,电子
688038.SH,中科通达,计算机
688039.SH,当虹科技,计算机
688041.SH,海光信息,电子
688045.SH,必易微,电子
688046.SH,药康生物,医药生物
688047.SH,龙芯中科,电子
688048.SH,长光华芯,电子
688049.SH,炬芯科技,电子
688050.SH,爱博医疗,医药生物
688051.SH,佳华科技,计算机
688052.SH,纳芯微,电子
688053.SH,ST思科瑞,国防军工
688055.SH,龙腾光电,电子
688056.SH,莱伯泰科,机械设备
688057.SH,金达莱,环保
688058.SH,宝兰德,计算机
688059.SH,华锐精密,机械设备
688060.SH,云涌科技,计算机
688061.SH,灿瑞科技,电子
688062.SH,迈威生物-U,医药生物
688063.SH,派能科技,电力设备
688065.SH,凯赛生物,基础化工
688066.SH,*ST航图,计算机
688067.SH,爱威科技,医药生物
688068.SH,热景生物,医药生物
688069.SH,德林海,环保
688070.SH,纵横股份,国防军工
688071.SH,华依科技,机械设备
688072.SH,拓荆科技,电子
688073.SH,毕得医药,医药生物
688075.SH,安旭生物,医药生物
688076.SH,ST诺泰,医药生物
688077.SH,大地熊,有色金属
688078.SH,龙软科技,计算机
688079.SH,美迪凯,电子
688080.SH,映翰通,通信
688081.SH,兴图新科,国防军工
688082.SH,盛美上海,电子
688083.SH,中望软件,计算机
688084.SH,晶品特装,国防军工
688085.SH,三友医疗,医药生物
688087.SH,英科再生,轻工制造
688088.SH,虹软科技,计算机
688089.SH,ST嘉必优,基础化工
688090.SH,瑞松科技,机械设备
688091.SH,上海谊众,医药生物
688092.SH,爱科科技,机械设备
688093.SH,世华科技,电子
688095.SH,福昕软件,计算机
688096.SH,京源环保,环保
688097.SH,博众精工,机械设备
688098.SH,申联生物,农林牧渔
688099.SH,晶晨股份,电子
688100.SH,威胜信息,通信
688101.SH,三达膜,环保
688102.SH,斯瑞新材,有色金属
688103.SH,国力电子,电子
688105.SH,诺唯赞,医药生物
688106.SH,金宏气体,电子
688107.SH,安路科技,电子
688108.SH,赛诺医疗,医药生物
688109.SH,品茗科技,计算机
688110.SH,东芯股份,电子
688111.SH,金山办公,计算机
688112.SH,鼎阳科技,机械设备
688113.SH,联测科技,机械设备
688114.SH,华大智造,医药生物
688115.SH,思林杰,机械设备
688116.SH,天奈科技,电力设备
688117.SH,圣诺生物,医药生物
688118.SH,普元信息,计算机
688119.SH,中钢洛耐,建筑材料
688120.SH,华海清科,电子
688121.SH,*ST卓然,机械设备
688122.SH,西部超导,国防军工
688123.SH,聚辰股份,电子
688125.SH,安达智能,机械设备
688126.SH,沪硅产业,电子
688127.SH,蓝特光学,电子
688128.SH,中国电研,机械设备
688129.SH,东来技术,基础化工
688130.SH,晶华微,电子
688131.SH,皓元医药,医药生物
688132.SH,邦彦技术,国防军工
688133.SH,泰坦科技,基础化工
688135.SH,利扬芯片,电子
688136.SH,科兴制药,医药生物
688137.SH,近岸蛋白,医药生物
688138.SH,清溢光电,电子
688139.SH,海尔生物,医药生物
688141.SH,杰华特,电子
688143.SH,长盈通,通信
688146.SH,中船特气,电子
688147.SH,微导纳米,电力设备
688148.SH,芳源股份,电力设备
688150.SH,莱特光电,电子
688151.SH,华强科技,医药生物
688152.SH,麒麟信安,计算机
688153.SH,唯捷创芯,电子
688155.SH,先惠技术,电力设备
688156.SH,路德科技,农林牧渔
688157.SH,松井股份,基础化工
688158.SH,优刻得-W,计算机
688159.SH,有方科技,通信
688160.SH,步科股份,机械设备
688161.SH,威高骨科,医药生物
688162.SH,巨一科技,机械设备
688163.SH,赛伦生物,医药生物
688165.SH,埃夫特-U,机械设备
688166.SH,博瑞医药,医药生物
688167.SH,炬光科技,电子
688168.SH,安博通,计算机
688169.SH,石头科技,家用电器
688170.SH,德龙激光,机械设备
688171.SH,纬德信息,计算机
688172.SH,燕东微,电子
688173.SH,希荻微,电子
688175.SH,高凌信息,国防军工
688176.SH,亚虹医药-U,医药生物
688177.SH,百奥泰,医药生物
688178.SH,万德斯,环保
688179.SH,阿拉丁,基础化工
688180.SH,君实生物-U,医药生物
688181.SH,八亿时空,电子
688182.SH,灿勤科技,通信
688183.SH,生益电子,电子
688184.SH,ST帕瓦,电力设备
688185.SH,康希诺,医药生物
688186.SH,广大特材,电力设备
688187.SH,时代电气,机械设备
688188.SH,柏楚电子,计算机
688189.SH,ST南新,医药生物
688190.SH,云路股份,有色金属
688191.SH,智洋创新,电力设备
688192.SH,迪哲医药-U,医药生物
688193.SH,仁度生物,医药生物
688195.SH,腾景科技,电子
688196.SH,卓越新能,基础化工
688197.SH,首药控股-U,医药生物
688198.SH,佰仁医疗,医药生物
688199.SH,久日新材,基础化工
688200.SH,华峰测控,电子
688201.SH,ST信安,计算机
688202.SH,美迪西,医药生物
688203.SH,海正生材,基础化工
688205.SH,德科立,通信
688206.SH,概伦电子,计算机
688207.SH,格灵深瞳,计算机
688208.SH,道通科技,计算机
688209.SH,英集芯,电子
688210.SH,统联精密,电子
688211.SH,中科微至,机械设备
688212.SH,澳华内镜,医药生物
688213.SH,思特威-W,电子
688215.SH,瑞晟智能,机械设备
688216.SH,气派科技,电子
688217.SH,睿昂基因,医药生物
688218.SH,江苏北人,机械设备
688219.SH,会通股份,基础化工
688220.SH,翱捷科技-U,电子
688221.SH,前沿生物-U,医药生物
688222.SH,成都先导,医药生物
688223.SH,晶科能源,电力设备
688225.SH,亚信安全,计算机
688226.SH,威腾电气,电力设备
688227.SH,品高股份,计算机
688228.SH,开普云,计算机
688229.SH,博睿数据,计算机
688230.SH,芯导科技,电子
688231.SH,隆达股份,有色金属
688232.SH,新点软件,计算机
688233.SH,神工股份,电子
688234.SH,天岳先进,电子
688235.SH,百济神州,医药生物
688236.SH,春立医疗,医药生物
688237.SH,超卓航科,国防军工
688238.SH,和元生物,医药生物
688239.SH,航宇科技,国防军工
688244.SH,永信至诚,计算机
688246.SH,嘉和美康,计算机
688247.SH,宣泰医药,医药生物
688248.SH,南网科技,电力设备
688249.SH,晶合集成,电子
688251.SH,井松智能,计算机
