vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,所有属于申万医药生物行业的A股，返回证券代码和证券简称,1,智能选股,,,"智能选股工具共筛选出 560 个符合条件标的，以下列出前 500 条
|证券代码|证券简称|证券编码|涨跌幅（%）<[交易日期]:2026-09-11><[复权方式]:不复权>|所属申万行业名称<[等级]:一级>|
|688253.SH|英诺特|688253|-2.2|医药生物|
|002581.SZ|*ST未名|002581|-2.2|医药生物|
|000411.SZ|英特集团|000411|-2.2|医药生物|
|002252.SZ|上海莱士|002252|-2.2|医药生物|
|002462.SZ|嘉事堂|002462|-2.21|医药生物|
|600671.SH|天目药业|600671|-2.21|医药生物|
|002644.SZ|佛慈制药|002644|-2.21|医药生物|
|600557.SH|康缘药业|600557|-2.21|医药生物|
|688050.SH|爱博医疗|688050|-2.21|医药生物|
|000705.SZ|浙江震元|000705|-2.22|医药生物|
|603456.SH|九洲药业|603456|-2.23|医药生物|
|300181.SZ|佐力药业|300181|-2.23|医药生物|
|600763.SH|通策医疗|600763|-2.24|医药生物|
|000159.SZ|国际实业|000159|-2.24|电力设备|
|600080.SH|ST金花|600080|-2.24|医药生物|
|300452.SZ|山河药辅|300452|-2.25|医药生物|
|002437.SZ|誉衡药业|002437|-2.25|医药生物|
|688319.SH|欧林生物|688319|-2.25|医药生物|
|603987.SH|康德莱|603987|-2.25|医药生物|
|688765.SH|禾元生物|688765|-2.26|医药生物|
|600422.SH|昆药集团|600422|-2.26|医药生物|
|600513.SH|联环药业|600513|-2.26|医药生物|
|000590.SZ|古汉医药|000590|-2.27|医药生物|
|603087.SH|甘李药业|603087|-2.27|医药生物|
|000809.SZ|和展能源|000809|-2.27|电力设备|
|300463.SZ|迈克生物|300463|-2.29|医药生物|
|301093.SZ|华兰股份|301093|-2.29|医药生物|
|002082.SZ|ST万邦|002082|-2.29|医药生物|
|000566.SZ|海南海药|000566|-2.3|医药生物|
|002923.SZ|润都股份|002923|-2.3|医药生物|
|600572.SH|康恩贝|600572|-2.31|医药生物|
|002390.SZ|信邦制药|002390|-2.31|医药生物|
|603998.SH|方盛制药|603998|-2.31|医药生物|
|300357.SZ|我武生物|300357|-2.32|医药生物|
|301065.SZ|本立科技|301065|-2.33|医药生物|
|688366.SH|昊海生科|688366|-2.33|医药生物|
|603676.SH|卫信康|603676|-2.34|医药生物|
|301281.SZ|科源制药|301281|-2.35|医药生物|
|300583.SZ|赛托生物|300583|-2.35|医药生物|
|301602.SZ|超研股份|301602|-2.35|医药生物|
|688026.SH|洁特生物|688026|-2.35|医药生物|
|688739.SH|成大生物|688739|-2.36|医药生物|
|688575.SH|亚辉龙|688575|-2.36|医药生物|
|301331.SZ|恩威医药|301331|-2.36|医药生物|
|000518.SZ|四环生物|000518|-2.37|医药生物|
|600833.SH|第一医药|600833|-2.37|医药生物|
|603168.SH|莎普爱思|603168|-2.38|医药生物|
|000661.SZ|长春高新|000661|-2.38|医药生物|
|688338.SH|赛科希德|688338|-2.39|医药生物|
|300363.SZ|博腾股份|300363|-2.39|医药生物|
|002001.SZ|新和成|002001|-2.39|基础化工|
|603811.SH|诚意药业|603811|-2.4|医药生物|
|002030.SZ|达安基因|002030|-2.4|医药生物|
|688192.SH|迪哲医药|688192|-2.41|医药生物|
|300937.SZ|药易购|300937|-2.41|医药生物|
|603579.SH|荣泰健康|603579|-2.42|家用电器|
|300436.SZ|广生堂|300436|-2.42|医药生物|
|603368.SH|柳药集团|603368|-2.43|医药生物|
|603309.SH|维力医疗|603309|-2.43|医药生物|
|600594.SH|益佰制药|600594|-2.43|医药生物|
|002100.SZ|天康生物|002100|-2.43|农林牧渔|
|000650.SZ|仁和药业|000650|-2.43|医药生物|
|301293.SZ|三博脑科|301293|-2.43|医药生物|
|000756.SZ|新华制药|000756|-2.44|医药生物|
|600267.SH|海正药业|600267|-2.45|医药生物|
|300636.SZ|同和药业|300636|-2.46|医药生物|
|603229.SH|奥翔药业|603229|-2.46|医药生物|
|688166.SH|博瑞医药|688166|-2.46|医药生物|
|300412.SZ|迦南科技|300412|-2.47|机械设备|
|600223.SH|福瑞达|600223|-2.47|美容护理|
|000605.SZ|渤海股份|000605|-2.47|环保|
|688236.SH|春立医疗|688236|-2.48|医药生物|
|002173.SZ|创新医疗|002173|-2.48|医药生物|
|688222.SH|成都先导|688222|-2.49|医药生物|
|000513.SZ|丽珠集团|000513|-2.49|医药生物|
|688758.SH|赛分科技|688758|-2.51|医药生物|
|002817.SZ|黄山胶囊|002817|-2.52|医药生物|
|688235.SH|百济神州|688235|-2.52|医药生物|
|600771.SH|广誉远|600771|-2.53|医药生物|
|301130.SZ|西点药业|301130|-2.53|医药生物|
|688046.SH|药康生物|688046|-2.55|医药生物|
|600538.SH|国发股份|600538|-2.55|医药生物|
|300149.SZ|睿智医药|300149|-2.56|医药生物|
|300869.SZ|康泰医学|300869|-2.56|医药生物|
|000919.SZ|金陵药业|000919|-2.56|医药生物|
|600807.SH|济高发展|600807|-2.57|综合|
|301370.SZ|国科恒泰|301370|-2.57|医药生物|
|688076.SH|ST诺泰|688076|-2.57|医药生物|
|300653.SZ|正海生物|300653|-2.57|医药生物|
|600195.SH|中牧股份|600195|-2.57|农林牧渔|
|301507.SZ|民生健康|301507|-2.58|医药生物|
|002365.SZ|永安药业|002365|-2.58|医药生物|
|002900.SZ|哈三联|002900|-2.59|医药生物|
|002424.SZ|ST百灵|002424|-2.6|医药生物|
|688606.SH|奥泰生物|688606|-2.6|医药生物|
|002864.SZ|盘龙药业|002864|-2.61|医药生物|
|688293.SH|奥浦迈|688293|-2.63|医药生物|
|688410.SH|山外山|688410|-2.63|医药生物|
|002412.SZ|汉森制药|002412|-2.65|医药生物|
|300482.SZ|万孚生物|300482|-2.66|医药生物|
|603079.SH|圣达生物|603079|-2.68|基础化工|
|300238.SZ|冠昊生物|300238|-2.69|医药生物|
|301408.SZ|华人健康|301408|-2.7|医药生物|
|301207.SZ|华兰疫苗|301207|-2.71|医药生物|
|003020.SZ|立方制药|003020|-2.72|医药生物|
|000153.SZ|丰原药业|000153|-2.72|医药生物|
|688399.SH|硕世生物|688399|-2.72|医药生物|
|300584.SZ|海辰药业|300584|-2.72|医药生物|
|300147.SZ|*ST香雪|300147|-2.72|医药生物|
|300702.SZ|天宇股份|300702|-2.73|医药生物|
|688108.SH|赛诺医疗|688108|-2.73|医药生物|
|002086.SZ|东方海洋|002086|-2.74|农林牧渔|
|002007.SZ|华兰生物|002007|-2.74|医药生物|
|600161.SH|天坛生物|600161|-2.74|医药生物|
|688298.SH|东方生物|688298|-2.75|医药生物|
|002742.SZ|冀衡医药|002742|-2.75|医药生物|
|301097.SZ|天益医疗|301097|-2.75|医药生物|
|002019.SZ|亿帆医药|002019|-2.75|医药生物|
|301363.SZ|美好医疗|301363|-2.75|医药生物|
|688520.SH|神州细胞|688520|-2.76|医药生物|
|300239.SZ|东宝生物|300239|-2.76|医药生物|
|301060.SZ|兰卫医学|301060|-2.76|医药生物|
|600055.SH|万东医疗|600055|-2.76|医药生物|
|688656.SH|浩欧博|688656|-2.77|医药生物|
|600566.SH|济川药业|600566|-2.78|医药生物|
|300030.SZ|阳普医疗|300030|-2.79|医药生物|
|301126.SZ|达嘉维康|301126|-2.8|医药生物|
|600774.SH|汉商集团|600774|-2.8|医药生物|
|688626.SH|翔宇医疗|688626|-2.81|医药生物|
|603108.SH|润达医疗|603108|-2.82|医药生物|
|603127.SH|昭衍新药|603127|-2.82|医药生物|
|600796.SH|钱江生化|600796|-2.83|环保|
|301246.SZ|宏源药业|301246|-2.83|医药生物|
|300485.SZ|赛升药业|300485|-2.84|医药生物|
|002901.SZ|大博医疗|002901|-2.84|医药生物|
|301234.SZ|五洲医疗|301234|-2.84|医药生物|
|300110.SZ|华仁药业|300110|-2.84|医药生物|
|688506.SH|百利天恒|688506|-2.86|医药生物|
|300039.SZ|上海凯宝|300039|-2.87|医药生物|
|300534.SZ|陇神戎发|300534|-2.87|医药生物|
|002107.SZ|沃华医药|002107|-2.88|医药生物|
|300434.SZ|金石亚药|300434|-2.88|医药生物|
|301290.SZ|东星医疗|301290|-2.88|医药生物|
|000403.SZ|派林生物|000403|-2.9|医药生物|
|688075.SH|安旭生物|688075|-2.9|医药生物|
|688114.SH|华大智造|688114|-2.91|医药生物|
|600201.SH|生物股份|600201|-2.91|农林牧渔|
|603896.SH|寿仙谷|603896|-2.92|医药生物|
|000790.SZ|华神科技|000790|-2.92|医药生物|
|002566.SZ|益盛药业|002566|-2.93|医药生物|
|688806.SH|泰诺麦博|688806|-2.94|医药生物|
|002393.SZ|力生制药|002393|-2.95|医药生物|
|301089.SZ|拓新药业|301089|-2.95|医药生物|
|300294.SZ|博雅生物|300294|-2.95|医药生物|
|603716.SH|塞力医疗|603716|-2.96|医药生物|
