vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,所有属于申万计算机行业的A股，返回证券代码和证券简称,1,智能选股,,,"智能选股工具共筛选出 389 个符合条件标的，以下列出前 389 条
|证券代码|证券简称|证券编码|涨跌幅（%）<[交易日期]:2026-09-11><[复权方式]:不复权>|所属申万行业名称<[等级]:一级>|
|301315.SZ|威士顿|301315|-3.58|计算机|
|300369.SZ|绿盟科技|300369|-3.58|计算机|
|300598.SZ|诚迈科技|300598|-3.58|计算机|
|300399.SZ|天利科技|300399|-3.58|计算机|
|300807.SZ|天迈科技|300807|-3.6|计算机|
|688058.SH|宝兰德|688058|-3.63|计算机|
|300941.SZ|创识科技|300941|-3.65|计算机|
|301556.SZ|托普云农|301556|-3.68|计算机|
|002987.SZ|京北方|002987|-3.68|计算机|
|001309.SZ|德明利|001309|-3.7|电子|
|688327.SH|云从科技|688327|-3.71|计算机|
|688095.SH|福昕软件|688095|-3.84|计算机|
|688695.SH|中创股份|688695|-3.9|计算机|
|688251.SH|井松智能|688251|-4.0|计算机|
|300588.SZ|熙菱信息|300588|-4.03|计算机|
|000021.SZ|深科技|000021|-4.03|电子|
|002312.SZ|川发龙蟒|002312|-4.04|基础化工|
|300033.SZ|同花顺|300033|-4.08|计算机|
|688787.SH|海天瑞声|688787|-4.11|计算机|
|300884.SZ|狄耐克|300884|-4.11|计算机|
|300935.SZ|盈建科|300935|-4.21|计算机|
|300687.SZ|赛意信息|300687|-4.26|计算机|
|300609.SZ|汇纳科技|300609|-4.3|计算机|
|301337.SZ|亚华电子|301337|-4.33|计算机|
|002512.SZ|ST达华|002512|-4.36|计算机|
|603171.SH|税友股份|603171|-4.4|计算机|
|300663.SZ|科蓝软件|300663|-4.46|计算机|
|300468.SZ|四方精创|300468|-4.48|计算机|
|603383.SH|顶点软件|603383|-4.49|计算机|
|300773.SZ|拉卡拉|300773|-4.49|非银金融|
|002970.SZ|锐明技术|002970|-4.55|计算机|
|002072.SZ|凯瑞德|002072|-4.56|商贸零售|
|301600.SZ|慧翰股份|301600|-4.66|计算机|
|605398.SH|新炬网络|605398|-4.84|计算机|
|688568.SH|中科星图|688568|-4.96|计算机|
|688207.SH|格灵深瞳|688207|-5.03|计算机|
|688004.SH|博汇科技|688004|-5.04|计算机|
|688619.SH|罗普特|688619|-5.07|计算机|
|300380.SZ|安硕信息|300380|-5.1|计算机|
|300561.SZ|汇金科技|300561|-5.28|计算机|
|300469.SZ|信息发展|300469|-5.3|计算机|
|300300.SZ|海峡创新|300300|-5.73|计算机|
|003005.SZ|竞业达|003005|-5.86|计算机|
|300803.SZ|指南针|300803|-6.37|计算机|
|688078.SH|龙软科技|688078|-6.7|计算机|
|001229.SZ|魅视科技|001229|-6.8|计算机|
|603106.SH|恒银科技|603106|-7.24|计算机|
|601519.SH|大智慧|601519|-7.76|计算机|
|688435.SH|英方软件|688435|-7.78|计算机|
|300377.SZ|赢时胜|300377|-8.24|计算机|
|300368.SZ|汇金股份|300368|-9.3|计算机|
|688296.SH|和达科技|688296|-9.42|计算机|
|300085.SZ|银之杰|300085|-9.53|计算机|
|688031.SH|星环科技|688031|-9.59|计算机|
|688318.SH|财富趋势|688318|-10.76|计算机|
|000004.SZ|国华退|000004|-||
|002280.SZ|ST联络|002280|-||
|300799.SZ|左江退|300799|-||
|000748.SZ|长城信息|000748|-||
|002308.SZ|*ST威创|002308|-||
|600680.SH|*ST上普|600680|-||
|000606.SZ|顺利退|000606|-||
|300344.SZ|立方退|300344|-||
|300330.SZ|计通退|300330|-||
|300367.SZ|网力退|300367|-||
|603003.SH|退市龙宇|603003|-||
|600225.SH|退市卓朗|600225|-||
|300297.SZ|蓝盾退|300297|-||
|300379.SZ|东通退|300379|-||
|300202.SZ|聚龙退|300202|-||
|000638.SZ|*ST万方|000638|-||
|002417.SZ|深南退|002417|-||
|600701.SH|退市工新|600701|-||
|688291.SH|金橙子|688291|-|计算机|
|600767.SH|退市运盛|600767|-||
|000662.SZ|天夏退|000662|-||",2026-09-13T08:47:04.841467+08:00
